,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
1891,AL,19300,"Daphne-Fairhope-Foley, AL",51-0000,Production Occupations,major,3360,5.2,48.094,0.74,15.85,32970,3.8,9.58,11.37,14.66,19.58,23.65,19930,23650,30490,40730,49190,,
1911,AL,19300,"Daphne-Fairhope-Foley, AL",53-0000,Transportation and Material Moving Occupations,major,4350,6.7,62.352,0.9,14.43,30010,3.3,8.33,9.52,12.27,16.78,25.2,17330,19810,25520,34910,52410,,
1929,AL,19460,"Decatur, AL",11-0000,Management Occupations,major,1620,4.8,30.603,0.61,51.41,106940,3,25.54,33.71,45.19,61.29,81.54,53120,70120,93990,127480,169600,,
1940,AL,19460,"Decatur, AL",13-0000,Business and Financial Operations Occupations,major,1280,6.2,24.152,0.47,32.07,66700,3.6,17.5,23.87,29.99,38.7,50.48,36390,49660,62380,80500,105000,,
1952,AL,19460,"Decatur, AL",15-0000,Computer and Mathematical Occupations,major,440,10.9,8.308,0.28,34.84,72480,4,19.3,24.21,32.67,44.61,54.83,40140,50360,67950,92790,114050,,
1959,AL,19460,"Decatur, AL",17-0000,Architecture and Engineering Occupations,major,1500,6.4,28.261,1.59,46.03,95740,2,26.2,35.97,46.84,56.11,63.75,54500,74820,97430,116700,132600,,
1968,AL,19460,"Decatur, AL",19-0000,"Life, Physical, and Social Science Occupations",major,350,16.2,6.617,0.81,37.11,77190,5.3,19.62,26.14,35.29,42.12,55.22,40800,54380,73410,87620,114850,,
1971,AL,19460,"Decatur, AL",21-0000,Community and Social Service Occupations,major,460,9.5,8.704,0.61,22.11,45980,2.4,13.83,17.09,21.64,27.02,30.42,28770,35540,45020,56200,63270,,
1977,AL,19460,"Decatur, AL",23-0000,Legal Occupations,major,120,21.2,2.324,0.3,31.37,65250,11.6,13.56,16.56,24.63,36.04,56.04,28210,34440,51230,74960,116560,,
1980,AL,19460,"Decatur, AL",25-0000,"Education, Training, and Library Occupations",major,2640,7.9,49.787,0.81,19.01,39530,7.7,8.2,9.5,21.08,26.52,29.56,17060,19770,43840,55160,61480,,
1990,AL,19460,"Decatur, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,210,16.2,4.034,0.3,16.62,34580,8.1,8.13,9.14,14.63,20.8,28.79,16910,19000,30420,43270,59880,,
1992,AL,19460,"Decatur, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,2700,4.1,50.937,0.86,30.61,63670,7.8,12.82,17.34,22.58,30.66,57.12,26660,36060,46970,63780,118810,,
2008,AL,19460,"Decatur, AL",31-0000,Healthcare Support Occupations,major,1180,6.1,22.267,0.77,12.75,26510,3,8.63,9.84,11.41,14.41,19.31,17960,20470,23720,29970,40170,,
2015,AL,19460,"Decatur, AL",33-0000,Protective Service Occupations,major,1280,8.1,24.058,1,20.16,41940,3.7,12.56,15.78,19.78,23.51,28.41,26130,32820,41150,48900,59100,,
2024,AL,19460,"Decatur, AL",35-0000,Food Preparation and Serving Related Occupations,major,4480,4.2,84.407,0.91,9.31,19370,1.4,7.75,8.17,8.86,9.67,12.16,16120,16980,18420,20120,25290,,
2036,AL,19460,"Decatur, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1480,10.4,27.932,0.89,11.94,24840,3.2,8.27,9.39,10.96,13.45,17.44,17210,19540,22790,27970,36280,,
2042,AL,19460,"Decatur, AL",39-0000,Personal Care and Service Occupations,major,1480,11,27.964,0.87,10.26,21340,3.5,7.76,8.24,9.03,10.83,15.7,16150,17140,18790,22530,32650,,
2050,AL,19460,"Decatur, AL",41-0000,Sales and Related Occupations,major,5730,4.6,107.952,1.04,16.01,33300,4.4,8,8.73,10.75,18.59,32.8,16640,18150,22360,38660,68220,,
2061,AL,19460,"Decatur, AL",43-0000,Office and Administrative Support Occupations,major,6910,3,130.185,0.83,15.61,32460,1.5,9.23,11.29,14.21,18.59,24.1,19190,23490,29550,38670,50130,,
2090,AL,19460,"Decatur, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,110,23.2,2.091,0.63,12.63,26260,9.4,7.96,8.62,10,15.29,22.86,16550,17930,20810,31800,47550,,
2091,AL,19460,"Decatur, AL",47-0000,Construction and Extraction Occupations,major,2870,5.4,54.055,1.36,20.85,43380,3.1,11.49,14.84,19.07,24.77,30.89,23900,30860,39670,51530,64250,,
2109,AL,19460,"Decatur, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,2690,4.6,50.702,1.3,24.05,50020,5.5,11.73,14.93,21.03,31.33,39.59,24400,31060,43750,65170,82340,,
2127,AL,19460,"Decatur, AL",51-0000,Production Occupations,major,8540,4.5,161.076,2.48,20.8,43260,5.7,10.18,12.1,17.1,27.21,37.44,21170,25170,35560,56600,77880,,
2155,AL,19460,"Decatur, AL",53-0000,Transportation and Material Moving Occupations,major,4960,5.6,93.586,1.35,14.24,29610,6,8.1,9.02,11.74,16.77,24.03,16860,18760,24430,34890,49980,,
2172,AL,20020,"Dothan, AL",11-0000,Management Occupations,major,1810,5.7,32.511,0.64,49.13,102180,3.5,22.19,29.85,42.12,58.38,80.87,46160,62090,87610,121440,168220,,
2187,AL,20020,"Dothan, AL",13-0000,Business and Financial Operations Occupations,major,1150,5.7,20.659,0.4,33.67,70030,6.3,14.87,18.85,26.11,36.86,51.94,30930,39210,54310,76660,108030,,
2199,AL,20020,"Dothan, AL",15-0000,Computer and Mathematical Occupations,major,330,17.5,6,0.2,28.17,58590,2.9,16.29,21.38,27.56,34.69,41.28,33890,44470,57330,72160,85870,,
2203,AL,20020,"Dothan, AL",17-0000,Architecture and Engineering Occupations,major,550,6.2,9.835,0.55,34.2,71140,3.4,19.75,25.84,32.86,40.97,48.88,41080,53740,68340,85210,101660,,
2210,AL,20020,"Dothan, AL",19-0000,"Life, Physical, and Social Science Occupations",major,180,13.3,3.281,0.4,31.02,64530,5,16.48,23.1,30.7,38.41,45.27,34280,48040,63850,79890,94150,,
2211,AL,20020,"Dothan, AL",21-0000,Community and Social Service Occupations,major,410,9.8,7.403,0.51,20.37,42370,2.3,11.91,15.69,19.92,24.96,29.83,24770,32630,41440,51910,62040,,
2216,AL,20020,"Dothan, AL",23-0000,Legal Occupations,major,210,17.2,3.72,0.49,39.29,81720,20,13.52,18.16,29.44,51.43,63.59,28130,37760,61240,106980,132260,,
2219,AL,20020,"Dothan, AL",25-0000,"Education, Training, and Library Occupations",major,3350,5.1,60.091,0.98,19.7,40970,3.2,8.46,10.34,20.86,25.95,29.92,17590,21500,43380,53970,62240,,
2232,AL,20020,"Dothan, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,430,16.2,7.699,0.57,14.06,29240,5.3,8,8.88,13.14,17.51,22.22,16640,18460,27330,36420,46210,,
2236,AL,20020,"Dothan, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,5190,23.3,92.901,1.57,32.19,66950,7.4,12.21,16.84,23.36,32.91,60,25390,35030,48590,68440,124800,,
2257,AL,20020,"Dothan, AL",31-0000,Healthcare Support Occupations,major,2090,21.7,37.411,1.3,12.54,26070,3,8.07,8.98,11.05,14.1,19.56,16780,18670,22980,29340,40690,,
2267,AL,20020,"Dothan, AL",33-0000,Protective Service Occupations,major,1380,3.8,24.776,1.03,16.78,34900,4.3,8.74,11.99,15.97,20.4,25.51,18170,24940,33210,42420,53060,,
2274,AL,20020,"Dothan, AL",35-0000,Food Preparation and Serving Related Occupations,major,5160,4.4,92.417,1,9.36,19470,1.6,7.78,8.19,8.87,9.62,12.1,16180,17030,18450,20010,25160,,
2290,AL,20020,"Dothan, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1450,7.4,26.066,0.83,10.96,22800,2.7,7.93,8.53,9.56,12.18,15.74,16490,17750,19890,25330,32750,,
2297,AL,20020,"Dothan, AL",39-0000,Personal Care and Service Occupations,major,1350,10.1,24.106,0.75,10.03,20850,3,7.75,8.19,8.92,10.33,13.72,16110,17030,18550,21480,28540,,
2306,AL,20020,"Dothan, AL",41-0000,Sales and Related Occupations,major,8010,3.4,143.508,1.39,14.38,29910,2.9,7.94,8.6,10.16,16.45,25.74,16530,17890,21130,34220,53540,,
2319,AL,20020,"Dothan, AL",43-0000,Office and Administrative Support Occupations,major,8860,4.5,158.752,1.01,14.91,31020,1.5,8.76,10.51,13.72,17.9,23.4,18220,21870,28540,37220,48670,,
2355,AL,20020,"Dothan, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,490,18.4,8.726,2.64,14.73,30640,5.8,9.41,10.42,12.54,15.62,26.11,19580,21670,26080,32480,54300,,
2359,AL,20020,"Dothan, AL",47-0000,Construction and Extraction Occupations,major,1930,11.7,34.621,0.87,16.94,35240,1.8,9.96,12.33,15.56,20.57,25.82,20720,25660,32370,42780,53710,,
2372,AL,20020,"Dothan, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,2710,7.7,48.563,1.25,19.55,40670,2.8,10.95,13.55,17.37,24.44,31.82,22780,28180,36140,50840,66180,,
2390,AL,20020,"Dothan, AL",51-0000,Production Occupations,major,4120,6.8,73.899,1.14,15.51,32260,5.8,8.72,10.34,13.13,16.67,25.89,18130,21520,27310,34670,53840,,
2414,AL,20020,"Dothan, AL",53-0000,Transportation and Material Moving Occupations,major,4640,6.1,83.055,1.2,15.23,31670,2.9,8.46,9.8,13.47,18.37,25.88,17600,20370,28010,38220,53840,,
2427,AL,22520,"Florence-Muscle Shoals, AL",11-0000,Management Occupations,major,1720,5.5,32.263,0.64,46.39,96490,2.5,22.24,30.61,40.82,56.27,75.36,46270,63660,84900,117030,156740,,
2437,AL,22520,"Florence-Muscle Shoals, AL",13-0000,Business and Financial Operations Occupations,major,1170,5.7,22.029,0.42,28.67,59640,4.4,14.32,18.64,25.85,35.2,47.82,29780,38770,53770,73220,99460,,
2449,AL,22520,"Florence-Muscle Shoals, AL",15-0000,Computer and Mathematical Occupations,major,190,7.5,3.638,0.12,25.88,53820,3.2,14.94,18.73,25.33,31.04,38.18,31080,38950,52680,64570,79420,,
2453,AL,22520,"Florence-Muscle Shoals, AL",17-0000,Architecture and Engineering Occupations,major,660,9.1,12.335,0.69,35.04,72890,6.8,14.84,22.45,32.97,44.93,56.65,30870,46690,68570,93440,117840,,
2461,AL,22520,"Florence-Muscle Shoals, AL",19-0000,"Life, Physical, and Social Science Occupations",major,100,7.6,1.941,0.24,27.55,57300,7.4,13.31,15.93,23.73,37.56,49.23,27690,33130,49360,78110,102390,,
2462,AL,22520,"Florence-Muscle Shoals, AL",21-0000,Community and Social Service Occupations,major,520,14.6,9.851,0.68,21.28,44260,3.9,11.75,15.9,20.44,26.01,31.08,24440,33080,42510,54090,64640,,
2469,AL,22520,"Florence-Muscle Shoals, AL",23-0000,Legal Occupations,major,150,10.3,2.853,0.37,37.33,77640,14.6,15.15,19.77,32.3,40.97,70.68,31500,41130,67190,85210,147010,,
2471,AL,22520,"Florence-Muscle Shoals, AL",25-0000,"Education, Training, and Library Occupations",major,2980,4.2,55.987,0.91,20.61,42870,2.6,8.47,11.61,22.11,27.27,30.21,17610,24160,45980,56710,62840,,
2482,AL,22520,"Florence-Muscle Shoals, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,300,12.4,5.651,0.42,14.95,31100,5.9,8.38,10,13.66,17.63,22.86,17430,20790,28410,36680,47540,,
2487,AL,22520,"Florence-Muscle Shoals, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,3750,3.3,70.508,1.19,29.69,61760,5.6,13.11,16.31,21.09,29.61,56.22,27270,33920,43860,61580,116940,,
2502,AL,22520,"Florence-Muscle Shoals, AL",31-0000,Healthcare Support Occupations,major,1400,10.8,26.336,0.91,12.54,26080,4.1,8.05,9.03,10.93,14,19.72,16750,18770,22740,29110,41020,,
2511,AL,22520,"Florence-Muscle Shoals, AL",33-0000,Protective Service Occupations,major,620,4.7,11.678,0.48,16.53,34380,4.3,8.71,11.03,16.19,21.06,24.51,18110,22940,33670,43800,50990,,
2516,AL,22520,"Florence-Muscle Shoals, AL",35-0000,Food Preparation and Serving Related Occupations,major,5600,4.9,105.207,1.14,9.82,20430,1.8,7.79,8.23,8.97,10.47,13.91,16200,17120,18660,21780,28930,,
2530,AL,22520,"Florence-Muscle Shoals, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1650,7.2,31.038,0.98,11.48,23880,2.5,7.97,8.68,10.15,13.26,17.68,16580,18060,21100,27580,36780,,
2537,AL,22520,"Florence-Muscle Shoals, AL",39-0000,Personal Care and Service Occupations,major,1200,10,22.534,0.7,9.97,20750,2.9,7.81,8.25,8.98,10.34,14.71,16230,17150,18680,21520,30600,,
2547,AL,22520,"Florence-Muscle Shoals, AL",41-0000,Sales and Related Occupations,major,6750,5.1,126.929,1.23,15.11,31440,3.4,7.98,8.66,10.34,17.75,26.62,16600,18010,21510,36920,55360,,
2557,AL,22520,"Florence-Muscle Shoals, AL",43-0000,Office and Administrative Support Occupations,major,8260,4.1,155.231,0.99,14.32,29780,1.6,8.47,10,13.3,17.43,22.2,17630,20790,27670,36250,46190,,
2590,AL,22520,"Florence-Muscle Shoals, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,80,27.6,1.537,0.47,16.62,34580,6.3,12.25,13.51,15.55,18.88,23.27,25490,28100,32350,39260,48390,,
2592,AL,22520,"Florence-Muscle Shoals, AL",47-0000,Construction and Extraction Occupations,major,2480,11.9,46.604,1.17,19.56,40680,2.5,11.39,13.41,17.2,24.8,31.43,23700,27890,35780,51590,65370,,
2606,AL,22520,"Florence-Muscle Shoals, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,2500,6.9,46.978,1.21,21.14,43970,3,10.75,13.93,19.45,26.93,35.7,22360,28970,40460,56020,74260,,
2623,AL,22520,"Florence-Muscle Shoals, AL",51-0000,Production Occupations,major,7170,14,134.653,2.08,16.1,33480,3.5,9.26,11.23,14.57,18.98,24.59,19260,23360,30300,39480,51150,,
2653,AL,22520,"Florence-Muscle Shoals, AL",53-0000,Transportation and Material Moving Occupations,major,3950,5.6,74.218,1.07,14,29120,2.5,8.2,9.24,12.53,17.05,22.91,17060,19210,26070,35450,47660,,
2669,AL,23460,"Gadsden, AL",11-0000,Management Occupations,major,810,5.8,22.634,0.45,43.06,89570,3.1,21.24,28.92,38.17,50.02,69.67,44180,60160,79400,104040,144900,,
2674,AL,23460,"Gadsden, AL",13-0000,Business and Financial Operations Occupations,major,650,12.6,18.108,0.35,29.47,61300,4.8,15.3,18.59,26.09,35.45,47.54,31830,38660,54270,73730,98890,,
2683,AL,23460,"Gadsden, AL",15-0000,Computer and Mathematical Occupations,major,90,17.3,2.463,0.08,28.43,59140,6.7,12.89,15.98,29.02,36.69,42.97,26810,33230,60370,76310,89380,,
2685,AL,23460,"Gadsden, AL",17-0000,Architecture and Engineering Occupations,major,220,11.7,5.999,0.34,32.17,66910,6,14.93,18.41,27.54,37.55,48.42,31060,38300,57280,78100,100720,,
2688,AL,23460,"Gadsden, AL",19-0000,"Life, Physical, and Social Science Occupations",major,60,37.2,1.668,0.2,33.07,68790,25.8,13.24,20.42,27.11,30.97,44.39,27530,42470,56400,64420,92330,,
2689,AL,23460,"Gadsden, AL",21-0000,Community and Social Service Occupations,major,510,13.7,14.044,0.98,17.5,36390,5.5,8.91,12.33,16.84,22.19,27.59,18540,25640,35030,46160,57380,,
2695,AL,23460,"Gadsden, AL",23-0000,Legal Occupations,major,80,10.1,2.352,0.31,26.21,54520,16.5,10.89,13.74,18.71,32.02,59.51,22650,28580,38920,66600,123770,,
2696,AL,23460,"Gadsden, AL",25-0000,"Education, Training, and Library Occupations",major,1990,13.4,55.403,0.9,17.36,36100,9.2,8,8.91,19.28,23.71,28.02,16640,18530,40100,49320,58280,,
2703,AL,23460,"Gadsden, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,140,18,3.995,0.29,14.6,30370,8.7,7.93,8.69,11.48,18.35,27.83,16490,18080,23890,38170,57890,,
2704,AL,23460,"Gadsden, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,3270,5.4,90.819,1.53,30.72,63890,8.2,12.31,16.81,23.29,31.03,54.12,25600,34970,48440,64540,112560,,
2720,AL,23460,"Gadsden, AL",31-0000,Healthcare Support Occupations,major,1790,9.6,49.743,1.73,13.69,28480,7.2,8.48,9.77,11.41,14.35,25.76,17630,20330,23740,29850,53590,,
2731,AL,23460,"Gadsden, AL",33-0000,Protective Service Occupations,major,780,4.8,21.705,0.9,16.76,34860,2.7,12.19,13.48,15.85,19.07,23.85,25350,28040,32970,39670,49600,,
2737,AL,23460,"Gadsden, AL",35-0000,Food Preparation and Serving Related Occupations,major,3350,4.5,93.081,1.01,9.47,19690,1.5,7.75,8.17,8.88,9.89,12.37,16120,17000,18470,20570,25730,,
2748,AL,23460,"Gadsden, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,900,8.8,25.075,0.8,11.67,24260,5.6,7.84,8.44,9.51,13.29,18.88,16310,17560,19780,27650,39270,,
2753,AL,23460,"Gadsden, AL",39-0000,Personal Care and Service Occupations,major,1240,11.1,34.601,1.08,10.08,20970,2.6,7.79,8.23,8.96,10.39,14.5,16200,17120,18640,21620,30170,,
2761,AL,23460,"Gadsden, AL",41-0000,Sales and Related Occupations,major,3900,6.3,108.429,1.05,13.59,28270,3.2,7.95,8.6,9.87,15.87,24,16540,17890,20540,33010,49920,,
2770,AL,23460,"Gadsden, AL",43-0000,Office and Administrative Support Occupations,major,4710,3.2,130.982,0.83,14.27,29680,1.8,8.73,10.32,12.87,17.11,22.55,18150,21460,26770,35580,46900,,
2792,AL,23460,"Gadsden, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,100,43.7,2.799,0.85,13.96,29030,25.1,7.67,8.31,9.9,21.18,24.32,15960,17280,20590,44050,50590,,
2793,AL,23460,"Gadsden, AL",47-0000,Construction and Extraction Occupations,major,1360,12.1,37.817,0.95,15.93,33140,4.6,8.73,10.78,14.31,19.22,27.01,18160,22420,29770,39980,56190,,
2804,AL,23460,"Gadsden, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,1370,6.8,38.093,0.98,20.4,42440,2.7,10.58,14.27,18.54,26.22,31.55,22010,29670,38560,54540,65630,,
2815,AL,23460,"Gadsden, AL",51-0000,Production Occupations,major,6460,18.6,179.469,2.77,14.89,30980,11.5,8.22,9.48,12.17,19.07,27.53,17100,19730,25310,39660,57260,,
2838,AL,23460,"Gadsden, AL",53-0000,Transportation and Material Moving Occupations,major,2180,6.9,60.726,0.88,15.2,31610,3.3,8.45,9.84,13.8,19.09,24.51,17570,20480,28690,39700,50970,,
2852,AL,26620,"Huntsville, AL",11-0000,Management Occupations,major,9440,2.3,43.25,0.86,60.71,126270,1.2,28.19,39.74,56.57,74.78,97.06,58640,82650,117670,155550,201890,,
2874,AL,26620,"Huntsville, AL",13-0000,Business and Financial Operations Occupations,major,15560,1.8,71.307,1.37,40.97,85220,3.4,21.4,29.35,39.38,49.57,61.72,44510,61040,81910,103110,128380,,
2897,AL,26620,"Huntsville, AL",15-0000,Computer and Mathematical Occupations,major,13450,3.7,61.6,2.08,44.57,92710,1.4,24.1,32.46,43.08,56.46,69.12,50130,67520,89610,117430,143770,,
2912,AL,26620,"Huntsville, AL",17-0000,Architecture and Engineering Occupations,major,18130,2.2,83.075,4.67,48.45,100770,3,25.45,35.11,48.39,60.76,74.5,52930,73040,100640,126370,154950,,
2940,AL,26620,"Huntsville, AL",19-0000,"Life, Physical, and Social Science Occupations",major,1620,9.5,7.425,0.9,43.22,89890,5.5,17.55,25.2,39.68,55.71,74.05,36510,52410,82540,115870,154020,,
2952,AL,26620,"Huntsville, AL",21-0000,Community and Social Service Occupations,major,1390,10.8,6.373,0.44,21.34,44390,2.2,13.08,16.07,19.84,26.38,31.36,27210,33420,41270,54860,65230,,
2962,AL,26620,"Huntsville, AL",23-0000,Legal Occupations,major,790,12.6,3.631,0.47,44.23,92000,7.8,14.42,21.18,32.82,56.19,77.07,29990,44050,68260,116870,160290,,
2965,AL,26620,"Huntsville, AL",25-0000,"Education, Training, and Library Occupations",major,9450,2.5,43.28,0.7,20.78,43220,4.5,8.3,10.27,21.57,27.58,30.75,17260,21370,44870,57370,63960,,
2995,AL,26620,"Huntsville, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2400,6.8,10.996,0.81,22.89,47610,4.6,8.38,10.31,19.59,32.71,42.42,17430,21440,40740,68030,88220,,
3011,AL,26620,"Huntsville, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,12390,2.7,56.783,0.96,34.85,72500,3.8,14.01,18.91,25.73,35.52,68.31,29150,39340,53520,73870,142090,,
3044,AL,26620,"Huntsville, AL",31-0000,Healthcare Support Occupations,major,5080,5.2,23.276,0.81,12.79,26610,2.6,8.66,9.93,11.67,14.38,18.07,18010,20650,24270,29900,37590,,
3058,AL,26620,"Huntsville, AL",33-0000,Protective Service Occupations,major,3990,3.9,18.278,0.76,18.93,39370,4.4,8.58,11.53,17.19,23.43,30.65,17850,23980,35760,48740,63750,,
3073,AL,26620,"Huntsville, AL",35-0000,Food Preparation and Serving Related Occupations,major,17030,4.5,78.036,0.84,9.96,20720,1.7,7.79,8.28,9.09,10.88,13.88,16200,17220,18910,22630,28870,,
3089,AL,26620,"Huntsville, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,7140,5.7,32.697,1.04,11.14,23180,2.4,8.03,8.84,10.43,12.29,14.99,16700,18390,21690,25560,31180,,
3096,AL,26620,"Huntsville, AL",39-0000,Personal Care and Service Occupations,major,4910,10.1,22.51,0.7,10.84,22540,3.4,7.79,8.3,9.14,11.54,16.47,16200,17260,19020,24000,34260,,
3109,AL,26620,"Huntsville, AL",41-0000,Sales and Related Occupations,major,22750,4.8,104.238,1.01,15.53,32310,2.6,8.07,8.89,11.01,17.78,28.4,16780,18480,22910,36980,59080,,
3127,AL,26620,"Huntsville, AL",43-0000,Office and Administrative Support Occupations,major,29320,2.7,134.332,0.86,16.57,34460,0.9,9.33,11.61,15,20.03,26.5,19410,24160,31200,41650,55110,,
3173,AL,26620,"Huntsville, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,100,35.1,0.469,0.14,12.31,25590,9.4,7.79,8.46,10.02,14.87,20.48,16200,17590,20850,30930,42590,,
3174,AL,26620,"Huntsville, AL",47-0000,Construction and Extraction Occupations,major,5840,9.7,26.77,0.67,19.1,39720,2,11.24,14.02,17.73,22.85,29.28,23380,29150,36890,47530,60900,,
3194,AL,26620,"Huntsville, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,8570,9.2,39.279,1.01,22.11,45980,2.8,11.48,15.54,20.82,28.23,35.12,23880,32320,43310,58710,73050,,
3218,AL,26620,"Huntsville, AL",51-0000,Production Occupations,major,17050,4.1,78.099,1.2,16.91,35180,3.5,8.82,11.06,15.46,21.69,27.71,18350,23010,32160,45110,57650,,
3258,AL,26620,"Huntsville, AL",53-0000,Transportation and Material Moving Occupations,major,11850,4.3,54.296,0.78,14.65,30480,4.1,8.2,9.25,12.29,18.02,24.29,17060,19240,25560,37490,50520,,
3276,AL,33660,"Mobile, AL",11-0000,Management Occupations,major,6640,2.9,38.387,0.76,52.63,109470,1.8,25.18,33.21,45.69,61.86,88.61,52380,69080,95040,128670,184300,,
