,AREA,AREA_TITLE,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
32332,19380,"Dayton, OH",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,31130,4.4,81.802,0.96,,15.71,32690,1.9,9.29,10.57,13.92,18.72,25.1,19320,21970,28940,38950,52200,,
32357,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,2010,5.7,36.454,0.66,,50.01,104020,2.8,23.05,31.66,44.42,62.84,80.38,47940,65860,92390,130700,167190,,
32372,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,1420,6.4,25.77,0.46,,32.9,68430,4.5,16.17,20.9,28.7,39.79,54.64,33640,43470,59690,82760,113660,,
32387,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,490,13.5,8.893,0.29,,34.88,72550,6.6,16.88,22.52,30.54,42.52,56.75,35110,46850,63520,88450,118030,,
32393,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,1460,4,26.529,1.5,,47.81,99450,3.3,25.01,35.49,48.78,59.27,69.28,52030,73830,101450,123290,144110,,
32406,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,390,8.9,7.067,0.81,,30.67,63790,4.2,17.04,21.24,29.08,37.76,45.43,35440,44190,60490,78550,94500,,
32411,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,420,7.3,7.593,0.5,,24.21,50350,3.6,16,18.43,23.52,28.93,34.42,33280,38330,48910,60180,71600,,
32417,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,180,10,3.21,0.41,,29.46,61270,6.1,15.09,17.66,26.86,36.23,46.92,31400,36730,55870,75350,97580,,
32420,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,2700,4.5,48.984,0.81,,22.64,47080,2.2,10.04,19.8,24.42,28.02,30.15,20890,41180,50790,58280,62710,,
32428,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,210,9.7,3.868,0.28,,19.67,40910,4.9,9.26,12.92,16.98,22.76,35.08,19260,26880,35320,47340,72970,,
32431,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,2630,4.9,47.652,0.81,,29.52,61400,4.7,13.35,17.73,22.6,29.94,57.87,27770,36870,47010,62270,120360,,
32445,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,2160,8,39.186,0.88,,11.82,24590,2.8,8.36,9.39,10.91,12.58,15.73,17380,19530,22700,26170,32730,,
32452,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,1060,3.1,19.271,0.81,,21.11,43900,6.6,11,15.65,20.94,25.58,30.08,22880,32550,43550,53200,62570,,
32459,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,5090,4.8,92.36,1.01,,9.8,20380,1.8,7.94,8.39,9.13,10.28,13.14,16510,17450,18990,21370,27340,,
32473,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1530,6.2,27.839,0.92,,12.62,26260,4.5,8.42,9.62,11.41,14.25,18.52,17520,20020,23740,29630,38520,,
32479,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,780,12.6,14.138,0.63,,12.35,25690,4.4,8.14,8.84,10.45,14.68,19.45,16920,18380,21730,30540,40450,,
32487,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,5820,12.4,105.658,1.08,,16.47,34250,6.8,8.18,9.09,11.38,17.57,29.01,17020,18900,23670,36550,60330,,
32499,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,6040,3.5,109.617,0.82,,16.7,34740,1.6,9.84,12.24,15.28,20.01,25.54,20470,25460,31790,41610,53110,,
32526,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,170,17.3,3.077,0.93,,12.89,26820,4.2,8.23,9.29,11.84,14.47,18.87,17110,19330,24620,30100,39250,,
32527,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,2930,9.8,53.098,1.26,,20.79,43240,2.7,12.05,15.2,18.9,25.04,31.68,25070,31610,39310,52090,65900,,
32543,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,3110,6.6,56.496,1.45,,24.1,50120,4.1,12.07,16.59,22.11,30.24,38.83,25100,34500,45980,62900,80770,,
32558,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,8770,10.6,159.155,2.55,,20.13,41870,4.6,9.7,12.48,16.77,26.57,36.02,20180,25960,34870,55260,74910,,
32585,19460,"Decatur, AL",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,5740,8.3,104.085,1.22,,16.61,34550,4.5,9.05,10.93,14.2,21.24,28.2,18830,22740,29530,44190,58650,,
32600,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,2700,12,54.902,1,,43.52,90510,3.1,19.75,26.82,37.71,53.16,76.38,41080,55790,78430,110570,158870,,
32620,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,1600,12.9,32.555,0.58,,34.08,70880,3.7,15.79,22.02,30.62,41.06,53.47,32830,45810,63690,85400,111210,,
32634,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,450,25.9,9.184,0.3,,28.87,60050,6.3,12.94,17.06,26.49,34.8,51.76,26910,35490,55090,72390,107670,,
32637,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,770,32.1,15.589,0.88,,39.65,82470,5,19.22,28.34,38.57,48.94,61.04,39970,58950,80220,101790,126950,,
32644,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,480,4,9.766,1.11,,25.41,52850,3.8,15.28,17.51,22.52,30.44,39.62,31790,36430,46840,63320,82410,,
32646,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,650,4.2,13.3,0.87,,21.67,45080,1.9,10.81,13.84,20.81,27.14,35.09,22480,28790,43280,56460,72980,,
32653,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,170,24.2,3.43,0.44,,47.16,98090,16.1,20.7,25.87,30.03,50.33,#,43060,53810,62460,104690,#,,
32656,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,2690,8.1,54.608,0.9,,22.15,46080,9.7,10.61,13.08,18.19,26.57,36.75,22070,27200,37820,55260,76450,,
32671,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,310,21.2,6.369,0.46,,25.46,52950,9.3,9.35,12.9,19.8,29.22,44.47,19460,26830,41180,60770,92500,,
32675,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,3170,6.7,64.437,1.09,,34.39,71530,5.6,13.34,19.23,26.66,36.07,57.17,27760,40000,55450,75030,118920,,
32689,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,1890,15.6,38.465,0.87,,13.38,27820,2,10.15,10.95,12.29,14.63,18.04,21120,22770,25570,30430,37530,,
32697,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,980,5.1,19.919,0.84,,27.22,56620,9,9.04,16.37,26.66,36.77,45.56,18810,34050,55460,76490,94760,,
32702,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,4430,4.1,89.888,0.98,,10.98,22840,1.6,8.86,9.21,9.9,11.85,14.34,18420,19160,20580,24640,29830,,
32715,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1220,7.3,24.841,0.82,,12.74,26510,2,9.25,10.04,11.6,14.04,18.29,19240,20880,24120,29200,38040,,
32720,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,620,11.5,12.658,0.56,,13.72,28540,4,9.01,9.68,11.68,15.08,22.23,18740,20130,24300,31360,46250,,
32728,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,4030,7.5,81.886,0.84,,17.5,36400,4.7,9.15,10.04,12.13,19.75,31.78,19020,20880,25240,41090,66110,,
32739,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,5610,3,114.025,0.86,,17.09,35560,1.9,10.15,12.25,15.6,20.08,26.51,21110,25480,32450,41760,55140,,
32762,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,**,**,**,**,,14.89,30970,4.9,10.46,12.38,13.79,15.78,20.25,21750,25740,28690,32830,42120,,
32763,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,2160,13.8,43.934,1.04,,26.46,55030,3.4,14.6,18.51,25.1,32.7,42.19,30380,38490,52220,68010,87760,,
32773,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,2910,6.3,59.068,1.52,,23.11,48060,2,12.45,17.01,22.47,28.26,35.08,25890,35380,46750,58780,72960,,
32788,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,7410,18.2,150.408,2.41,,20.36,42350,3.3,10.89,15.83,19.89,23.63,29.54,22650,32920,41370,49150,61450,,
32800,19500,"Decatur, IL",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,4760,4.6,96.689,1.13,,18.48,38440,4,10.24,13.28,17.46,21.55,27.76,21300,27630,36310,44830,57740,,
32812,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,9550,4.3,48.024,0.88,,42.66,88730,2.4,15.96,23.93,34.19,51.54,79.42,33190,49780,71120,107200,165200,,
32835,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,7620,3.7,38.287,0.69,,30.97,64420,2.7,14.68,18.66,25.71,36.34,52.91,30530,38810,53470,75580,110040,,
32858,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,2150,9.3,10.798,0.35,,28.39,59060,3.5,13.96,19.48,25.56,35.43,46.57,29040,40520,53160,73680,96850,,
32869,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,1670,6.1,8.4,0.48,,31.32,65150,2.6,15.73,20.53,28.42,38.93,49.83,32720,42700,59120,80970,103640,,
32886,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,730,10.5,3.682,0.42,,26.95,56050,4.1,12.64,16.65,24.08,34.11,47.25,26280,34640,50090,70940,98270,,
32894,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,2760,5.9,13.853,0.91,,20.12,41840,2.7,12.07,14.56,18.58,23.67,29.43,25100,30280,38640,49240,61220,,
32908,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,1290,10,6.485,0.83,,44.11,91760,11.9,16.69,20.94,28.65,54.63,93.7,34720,43560,59600,113640,194890,,
32913,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,10940,3.3,54.995,0.91,,22.09,45940,6,10.75,14.7,21.05,23.67,32.27,22360,30570,43790,49230,67120,,
32933,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2010,9.1,10.125,0.74,,21.64,45020,4.8,9.09,12.36,17.75,25.55,36.86,18900,25700,36910,53150,76670,,
32949,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,13700,6.9,68.846,1.17,,35.58,74000,5,14.6,20.3,26.88,37.19,61.55,30380,42220,55900,77350,128030,,
32983,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,9030,5.3,45.382,1.02,,14.39,29930,3,10.01,11.11,13.04,15.81,21.19,20830,23120,27130,32880,44080,,
32995,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,4360,11.8,21.899,0.92,,18.06,37560,2.9,10.32,12.42,16.79,21.99,27,21470,25840,34920,45740,56170,,
33008,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,26230,2.3,131.86,1.44,,11.98,24920,1.6,8.9,9.29,10.32,13.19,17.01,18520,19330,21470,27440,35370,,
33024,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,8000,9.8,40.21,1.33,,12.83,26690,2.1,9.27,10.05,11.55,14.15,18.14,19290,20890,24020,29430,37730,,
33032,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,3960,8.3,19.9,0.88,,13.85,28810,3,9.03,9.64,11.46,16.79,22.43,18780,20060,23830,34920,46660,,
33048,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,26280,7.8,132.085,1.35,,15.9,33080,2.9,8.98,9.67,11.98,17.41,27.24,18680,20110,24930,36220,56650,,
33067,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,27760,3.1,139.531,1.05,,16.54,34400,1.6,9.89,12.18,15.19,19.05,25.3,20580,25330,31590,39620,52630,,
33109,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,**,**,**,**,,12.15,25270,16,8.66,8.95,9.51,15.13,20.24,18010,18620,19770,31480,42100,,
33112,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,10780,4.1,54.182,1.28,,18.46,38390,1.6,11.27,13.87,17.33,21.83,27.42,23440,28860,36040,45400,57020,,
33136,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,8750,5.1,43.999,1.13,,18.65,38800,2.9,9.99,13.01,17.43,22.76,29.56,20780,27060,36260,47350,61490,,
33159,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,8920,8.2,44.83,0.72,,17,35350,2,10.21,12.28,15.14,19.04,26.26,21230,25540,31480,39600,54620,,
33191,19660,"Deltona-Daytona Beach-Ormond Beach, FL",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,12100,5.3,60.809,0.71,,14.95,31090,2.3,9.36,10.66,13.06,17.08,22.33,19460,22170,27160,35530,46450,,
33208,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,72890,1.6,48.168,0.88,,69.35,144250,0.9,30.47,43.16,62.61,86.05,#,63380,89760,130230,178970,#,,
33240,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,138430,1.4,91.475,1.64,,40.4,84040,0.9,21.43,27.55,36.36,48.74,63.32,44580,57310,75630,101370,131710,,
33268,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,81090,2.1,53.58,1.73,,47.96,99770,1.1,25.47,34.17,46.4,59.94,74.05,52980,71070,96520,124670,154030,,
33285,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,38090,3,25.17,1.43,,45.15,93920,1.6,23.41,31.3,41.48,56.43,73.28,48690,65110,86290,117370,152410,,
33317,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,16180,4.5,10.692,1.22,,39.06,81240,4.6,17.47,24.73,34.65,48.04,62.2,36330,51440,72070,99920,129380,,
33352,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,20500,2.9,13.545,0.89,,25.61,53270,1.7,15.16,18.72,24.26,30.58,38.27,31540,38930,50450,63610,79600,,
33370,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,17090,2.4,11.29,1.44,,59.99,124780,5.9,24.12,31.96,46.08,77.55,#,50160,66470,95850,161300,#,,
33378,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,71440,1.1,47.206,0.78,,29.19,60720,6.7,13.42,17.78,24.45,34.63,45.94,27920,36980,50860,72020,95560,,
33431,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,25050,3.7,16.553,1.2,,28.67,59630,2.1,11.71,16.48,24.9,35.52,48.36,24370,34280,51790,73880,100600,,
33468,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,78650,2,51.972,0.88,,41.29,85880,2,18.96,26.95,36.25,47.23,63.9,39440,56050,75390,98230,132920,,
33520,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,51320,2.5,33.91,0.76,,16.82,34990,1.7,11.38,12.72,15.97,19.26,24.25,23660,26460,33220,40070,50440,,
33538,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,32650,2.4,21.578,0.91,,25.33,52690,5.2,11.95,14.13,19.75,35.53,47.24,24850,29400,41080,73900,98250,,
33557,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,137930,1.4,91.14,0.99,,13.85,28810,1.1,10.63,10.77,12.28,14.85,19.28,22120,22400,25540,30900,40110,,
33573,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,42720,3.2,28.229,0.94,,15.39,32010,1.4,11.01,12.09,14.15,17.2,21.69,22890,25160,29430,35770,45110,,
33583,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,41120,2.7,27.171,1.21,,16.47,34260,1.9,10.64,11.52,13.72,19.16,26.58,22130,23960,28550,39860,55290,,
33610,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,163980,1.9,108.354,1.11,,26.75,55650,2.1,11.06,12.46,18.27,32.58,53.94,23010,25910,38010,67760,112200,,
33631,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,182340,1.3,120.489,0.91,,21.73,45200,0.5,13.09,16.17,20.29,25.81,31.68,27230,33640,42210,53690,65890,,
33683,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,3080,18.8,2.035,0.62,,15.51,32270,3.2,10.8,11.66,13.86,17.69,22.72,22460,24250,28830,36790,47270,,
33687,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,72020,2.7,47.586,1.13,,25.76,53590,1.1,15.64,19.04,24.39,30.08,38.26,32540,39610,50730,62560,79580,,
33727,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,54720,2.7,36.157,0.93,,26.16,54410,1,14.68,18.57,24.73,31.54,40.12,30530,38620,51440,65610,83440,,
33767,19740,"Denver-Aurora-Lakewood, CO",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,52450,3.5,34.658,0.56,,20.26,42150,1.3,11.92,14.13,18.07,24.12,31.43,24780,29400,37580,50160,65380,,
