,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
20461,CO,17820,"Colorado Springs, CO",29-0000,Healthcare Practitioners and Technical Occupations,major,17460,2.5,62.149,1.04,38.76,80630,3.3,16.31,23.46,33.15,44.18,62.46,33920,48800,68950,91880,129920,2018
20501,CO,17820,"Colorado Springs, CO",31-0000,Healthcare Support Occupations,major,9490,3.6,33.793,1.19,16.14,33560,1.4,11.26,12.96,15.25,18.32,22.54,23430,26950,31720,38110,46880,2018
20515,CO,17820,"Colorado Springs, CO",33-0000,Protective Service Occupations,major,6270,6.3,22.309,0.94,22.38,46550,6.6,11.08,13.07,19.27,30,37.24,23040,27190,40090,62390,77460,2018
20530,CO,17820,"Colorado Springs, CO",35-0000,Food Preparation and Serving Related Occupations,major,28650,2.3,101.989,1.1,12.69,26380,1.9,10.2,10.21,11.05,13.19,18.01,21220,21230,22980,27440,37460,2018
20547,CO,17820,"Colorado Springs, CO",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,8500,4.6,30.268,0.99,13.78,28660,2,10.21,10.93,12.51,15.44,18.88,21230,22730,26020,32110,39270,2018
20554,CO,17820,"Colorado Springs, CO",39-0000,Personal Care and Service Occupations,major,9160,7.1,32.616,0.87,14.33,29800,2.1,10.21,10.56,11.67,14.89,23.23,21230,21970,24270,30970,48310,2018
20575,CO,17820,"Colorado Springs, CO",41-0000,Sales and Related Occupations,major,31490,5.7,112.097,1.12,20.78,43230,4.3,10.34,11.24,14.31,22.61,39.06,21510,23380,29770,47030,81250,2018
20596,CO,17820,"Colorado Springs, CO",43-0000,Office and Administrative Support Occupations,major,42580,3,151.559,1,17.8,37030,1.3,10.92,12.61,16.54,21.3,27.38,22710,26240,34410,44300,56940,2018
20644,CO,17820,"Colorado Springs, CO",45-0000,"Farming, Fishing, and Forestry Occupations",major,430,20.3,1.515,0.46,14.62,30400,3.7,10.21,11.55,13.79,16.2,19.16,21230,24020,28690,33690,39860,2018
20647,CO,17820,"Colorado Springs, CO",47-0000,Construction and Extraction Occupations,major,12780,3.6,45.501,1.1,21.99,45740,1.6,13.33,16.44,20.58,26.22,31.65,27730,34200,42810,54540,65840,2018
20672,CO,17820,"Colorado Springs, CO",49-0000,"Installation, Maintenance, and Repair Occupations",major,9670,4.3,34.43,0.89,23.1,48040,2,12.18,15.99,21.7,28.88,36.64,25340,33250,45140,60080,76210,2018
20702,CO,17820,"Colorado Springs, CO",51-0000,Production Occupations,major,7810,5.3,27.806,0.44,18.86,39240,2.6,10.84,12.26,16.09,22.21,30.5,22560,25510,33470,46190,63440,2018
20738,CO,17820,"Colorado Springs, CO",53-0000,Transportation and Material Moving Occupations,major,13120,5.7,46.699,0.66,16.67,34670,3.1,10.21,11.07,14.2,19.31,25.99,21230,23030,29530,40170,54060,2018
20758,CO,19740,"Denver-Aurora-Lakewood, CO",11-0000,Management Occupations,major,70680,1.6,47.817,0.91,67.98,141400,1.1,28.77,42.1,61.09,83.84,#,59850,87560,127060,174390,#,2018
20791,CO,19740,"Denver-Aurora-Lakewood, CO",13-0000,Business and Financial Operations Occupations,major,127090,1.3,85.978,1.61,39.06,81250,1,20.67,26.79,35.21,47.08,60.97,43000,55720,73230,97930,126830,2018
