,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
2091,AL,22520,"Florence-Muscle Shoals, AL",13-0000,Business and financial operations occupations,major,940,7.2,21.77,45280,4.6,10.96,14.23,18.77,26.96,37.18,22790,29600,39050,56070,77340,2006
2103,AL,22520,"Florence-Muscle Shoals, AL",15-0000,Computer and mathematical occupations,major,190,7.6,20.38,42390,3.2,12.33,14.94,19.44,24.65,30.11,25640,31070,40440,51270,62630,2006
2107,AL,22520,"Florence-Muscle Shoals, AL",17-0000,Architecture and engineering occupations,major,440,5.9,21.92,45590,2.8,11.02,14.31,19.18,27.58,37.38,22920,29760,39900,57370,77740,2006
2111,AL,22520,"Florence-Muscle Shoals, AL",19-0000,"Life, physical, and social science occupations",major,110,15.8,21.18,44060,3.1,9.97,14.35,20.40,26.64,33.78,20730,29840,42430,55410,70270,2006
2112,AL,22520,"Florence-Muscle Shoals, AL",21-0000,Community and social services occupations,major,450,10.6,16.26,33830,2.9,8.75,11.40,14.89,21.03,25.48,18210,23720,30960,43740,52990,2006
2118,AL,22520,"Florence-Muscle Shoals, AL",23-0000,Legal occupations,major,150,18.7,37.31,77610,7.0,13.72,20.22,39.96,51.93,62.08,28530,42050,83110,108010,129120,2006
2120,AL,22520,"Florence-Muscle Shoals, AL",25-0000,"Education, training, and library occupations",major,3620,9.9,15.68,32610,6.5,6.45,8.05,16.17,21.11,25.40,13420,16740,33640,43910,52830,2006
2133,AL,22520,"Florence-Muscle Shoals, AL",27-0000,"Arts, design, entertainment, sports, and media occupations",major,380,11.6,12.83,26680,4.1,7.10,8.46,11.19,16.07,20.81,14770,17590,23270,33430,43290,2006
2140,AL,22520,"Florence-Muscle Shoals, AL",29-0000,Healthcare practitioners and technical occupations,major,3130,5.9,28.83,59960,9.3,10.51,14.28,19.56,28.32,#,21870,29710,40680,58900,#,2006
2149,AL,22520,"Florence-Muscle Shoals, AL",31-0000,Healthcare support occupations,major,1650,10.2,9.15,19030,2.9,6.25,7.32,8.40,10.44,13.24,12990,15230,17470,21720,27540,2006
2158,AL,22520,"Florence-Muscle Shoals, AL",33-0000,Protective service occupations,major,850,8.3,13.65,28390,4.0,6.98,9.42,13.08,16.76,21.62,14520,19590,27210,34870,44970,2006
2162,AL,22520,"Florence-Muscle Shoals, AL",35-0000,Food preparation and serving related occupations,major,5180,6.4,7.28,15140,1.5,5.58,5.99,6.66,7.78,9.62,11610,12450,13850,16190,20000,2006
2177,AL,22520,"Florence-Muscle Shoals, AL",37-0000,Building and grounds cleaning and maintenance occupations,major,1320,5.8,9.09,18900,2.0,5.97,6.94,8.47,10.53,13.22,12420,14430,17620,21900,27490,2006
2183,AL,22520,"Florence-Muscle Shoals, AL",39-0000,Personal care and service occupations,major,850,10.4,8.37,17410,3.9,5.70,6.26,7.32,9.26,13.00,11860,13020,15230,19260,27040,2006
2190,AL,22520,"Florence-Muscle Shoals, AL",41-0000,Sales and related occupations,major,6070,4.3,12.15,25280,3.3,6.06,7.15,9.27,13.35,21.45,12610,14870,19280,27760,44620,2006
2201,AL,22520,"Florence-Muscle Shoals, AL",43-0000,Office and administrative support occupations,major,8330,4.5,11.79,24520,1.4,7.16,8.76,10.83,13.79,17.70,14900,18230,22530,28690,36810,2006
2233,AL,22520,"Florence-Muscle Shoals, AL",45-0000,"Farming, fishing, and forestry occupations",major,250,23.3,11.35,23610,6.3,7.15,8.89,10.36,12.72,17.64,14880,18490,21540,26460,36700,2006
2236,AL,22520,"Florence-Muscle Shoals, AL",47-0000,Construction and extraction occupations,major,2580,4.7,14.45,30050,2.3,8.91,10.51,13.75,18.03,21.54,18540,21870,28610,37500,44800,2006
2250,AL,22520,"Florence-Muscle Shoals, AL",49-0000,"Installation, maintenance, and repair occupations",major,2260,6.9,15.22,31650,2.5,8.95,10.96,14.17,18.54,23.74,18610,22790,29470,38560,49370,2006
2267,AL,22520,"Florence-Muscle Shoals, AL",51-0000,Production occupations,major,7000,4.6,12.17,25320,3.4,6.87,8.38,11.02,15.65,18.45,14290,17430,22930,32540,38370,2006
2294,AL,22520,"Florence-Muscle Shoals, AL",53-0000,Transportation and material moving occupations,major,4460,8.1,11.38,23660,3.7,6.00,7.06,9.62,14.41,19.79,12480,14680,20000,29970,41160,2006
2309,AL,23460,"Gadsden, AL",11-0000,Management occupations,major,1210,5.7,34.78,72350,3.1,14.92,21.33,29.41,41.47,63.61,31040,44370,61160,86250,132320,2006
2319,AL,23460,"Gadsden, AL",13-0000,Business and financial operations occupations,major,680,10.1,22.12,46010,8.8,7.06,13.36,18.99,27.32,35.91,14680,27800,39510,56820,74700,2006
2326,AL,23460,"Gadsden, AL",15-0000,Computer and mathematical occupations,major,130,15.5,22.46,46720,6.9,10.44,15.07,20.85,27.78,36.28,21710,31350,43380,57790,75450,2006
2328,AL,23460,"Gadsden, AL",17-0000,Architecture and engineering occupations,major,300,22.2,24.46,50880,9.1,10.40,15.85,23.28,32.96,39.96,21640,32970,48430,68560,83120,2006
2331,AL,23460,"Gadsden, AL",19-0000,"Life, physical, and social science occupations",major,70,31.3,20.53,42710,6.2,11.38,14.47,19.06,24.09,32.79,23680,30100,39650,50100,68190,2006
2332,AL,23460,"Gadsden, AL",21-0000,Community and social services occupations,major,650,11.6,*,*,*,*,*,*,*,*,*,*,*,*,*,2006
2336,AL,23460,"Gadsden, AL",23-0000,Legal occupations,major,130,32.4,39.30,81750,8.2,14.75,17.31,23.46,51.18,#,30670,36000,48800,106460,#,2006
2339,AL,23460,"Gadsden, AL",25-0000,"Education, training, and library occupations",major,2080,7.6,16.07,33430,2.5,6.88,11.62,17.03,20.79,23.04,14320,24170,35430,43250,47920,2006
2347,AL,23460,"Gadsden, AL",27-0000,"Arts, design, entertainment, sports, and media occupations",major,250,8.9,13.15,27350,4.6,6.58,7.97,11.20,16.33,20.64,13690,16590,23310,33970,42930,2006
2348,AL,23460,"Gadsden, AL",29-0000,Healthcare practitioners and technical occupations,major,2810,17.2,24.89,51760,5.1,10.21,13.42,19.17,25.91,44.24,21230,27920,39870,53890,92010,2006
2361,AL,23460,"Gadsden, AL",31-0000,Healthcare support occupations,major,1310,13.6,9.40,19560,2.4,6.87,7.76,8.81,10.59,12.68,14290,16140,18330,22040,26380,2006
2368,AL,23460,"Gadsden, AL",33-0000,Protective service occupations,major,750,2.8,13.22,27490,3.9,7.63,10.13,13.15,15.99,18.93,15880,21060,27360,33260,39370,2006
2371,AL,23460,"Gadsden, AL",35-0000,Food preparation and serving related occupations,major,3550,9.2,7.23,15040,1.9,5.58,5.98,6.65,7.71,10.01,11600,12430,13820,16050,20820,2006
2384,AL,23460,"Gadsden, AL",37-0000,Building and grounds cleaning and maintenance occupations,major,1010,12.3,9.46,19680,3.3,5.87,6.68,8.23,10.88,15.24,12210,13900,17110,22630,31690,2006
2391,AL,23460,"Gadsden, AL",39-0000,Personal care and service occupations,major,530,8.1,7.98,16600,2.9,5.75,6.45,7.57,8.73,10.78,11970,13420,15750,18150,22430,2006
2397,AL,23460,"Gadsden, AL",41-0000,Sales and related occupations,major,3340,6.5,11.77,24490,3.6,5.94,6.82,8.72,14.29,21.55,12350,14180,18140,29720,44830,2006
2408,AL,23460,"Gadsden, AL",43-0000,Office and administrative support occupations,major,5110,5.7,12.27,25510,1.8,7.19,8.71,11.21,14.71,19.20,14950,18110,23310,30600,39940,2006
2434,AL,23460,"Gadsden, AL",45-0000,"Farming, fishing, and forestry occupations",major,60,11.1,16.85,35050,6.8,10.06,13.82,17.49,20.64,22.96,20930,28740,36370,42940,47750,2006
2436,AL,23460,"Gadsden, AL",47-0000,Construction and extraction occupations,major,1480,10.8,13.20,27460,2.0,8.43,10.00,12.54,15.46,18.93,17540,20800,26080,32150,39380,2006
2449,AL,23460,"Gadsden, AL",49-0000,"Installation, maintenance, and repair occupations",major,1590,8.3,15.23,31690,3.1,8.49,10.66,14.44,18.62,23.72,17660,22170,30040,38720,49350,2006
2461,AL,23460,"Gadsden, AL",51-0000,Production occupations,major,4740,8.7,13.36,27790,8.6,7.45,8.66,11.62,18.46,20.94,15500,18010,24180,38390,43550,2006
2481,AL,23460,"Gadsden, AL",53-0000,Transportation and material moving occupations,major,4440,27.4,11.43,23770,4.4,5.98,6.87,10.23,13.66,20.15,12440,14300,21280,28400,41910,2006
2493,AL,26620,"Huntsville, AL",11-0000,Management occupations,major,8820,4.4,43.32,90110,1.4,19.16,27.50,40.83,55.68,#,39850,57200,84940,115810,#,2006
2521,AL,26620,"Huntsville, AL",13-0000,Business and financial operations occupations,major,12500,5.0,31.53,65590,4.1,15.80,22.15,30.50,38.77,47.93,32860,46070,63440,80650,99690,2006
2542,AL,26620,"Huntsville, AL",15-0000,Computer and mathematical occupations,major,12170,7.5,34.14,71000,1.5,18.26,24.97,33.94,43.15,50.98,37990,51950,70590,89750,106040,2006
2556,AL,26620,"Huntsville, AL",17-0000,Architecture and engineering occupations,major,15610,4.7,36.36,75620,4.3,17.57,26.02,37.13,46.23,55.60,36540,54120,77220,96160,115640,2006
2585,AL,26620,"Huntsville, AL",19-0000,"Life, physical, and social science occupations",major,1770,19.0,29.50,61360,5.2,14.87,18.68,25.61,38.34,51.02,30930,38850,53260,79740,106130,2006
2597,AL,26620,"Huntsville, AL",21-0000,Community and social services occupations,major,1310,5.8,16.82,34990,2.6,9.73,11.88,15.44,20.74,26.50,20240,24710,32110,43130,55110,2006
2606,AL,26620,"Huntsville, AL",23-0000,Legal occupations,major,850,13.6,40.33,83880,8.0,15.65,20.12,32.57,54.07,#,32560,41860,67750,112470,#,2006
2610,AL,26620,"Huntsville, AL",25-0000,"Education, training, and library occupations",major,8890,2.3,19.48,40530,3.0,7.67,14.62,19.94,24.74,28.40,15950,30410,41480,51450,59080,2006
2632,AL,26620,"Huntsville, AL",27-0000,"Arts, design, entertainment, sports, and media occupations",major,2230,7.4,19.96,41520,3.7,8.98,12.41,18.68,26.62,33.57,18680,25810,38850,55370,69820,2006
2646,AL,26620,"Huntsville, AL",29-0000,Healthcare practitioners and technical occupations,major,9530,3.8,26.33,54780,3.0,11.36,16.00,21.44,28.34,46.86,23620,33280,44590,58940,97460,2006
2673,AL,26620,"Huntsville, AL",31-0000,Healthcare support occupations,major,3430,7.5,9.61,19980,2.3,6.81,7.74,8.93,10.83,13.31,14170,16100,18570,22530,27690,2006
2682,AL,26620,"Huntsville, AL",33-0000,Protective service occupations,major,4260,4.6,14.17,29470,5.2,6.92,8.35,12.85,18.74,23.89,14390,17360,26730,38970,49680,2006
2691,AL,26620,"Huntsville, AL",35-0000,Food preparation and serving related occupations,major,14370,3.1,7.53,15650,1.2,5.60,6.03,6.75,8.25,10.78,11650,12540,14040,17160,22430,2006
2707,AL,26620,"Huntsville, AL",37-0000,Building and grounds cleaning and maintenance occupations,major,5810,5.1,9.02,18760,2.5,5.91,6.79,8.31,10.58,13.12,12300,14130,17290,22000,27290,2006
2714,AL,26620,"Huntsville, AL",39-0000,Personal care and service occupations,major,3030,7.3,8.79,18270,3.0,5.87,6.70,7.84,9.10,13.36,12200,13940,16310,18920,27800,2006
2723,AL,26620,"Huntsville, AL",41-0000,Sales and related occupations,major,21230,2.6,13.52,28120,3.2,6.28,7.68,9.92,15.01,24.02,13060,15980,20640,31220,49950,2006
2740,AL,26620,"Huntsville, AL",43-0000,Office and administrative support occupations,major,27270,2.4,13.39,27840,1.6,7.61,9.46,12.13,16.27,21.22,15820,19670,25220,33840,44140,2006
2781,AL,26620,"Huntsville, AL",45-0000,"Farming, fishing, and forestry occupations",major,200,27.9,10.86,22580,8.3,6.09,7.18,8.47,11.14,21.80,12670,14930,17610,23170,45350,2006
2784,AL,26620,"Huntsville, AL",47-0000,Construction and extraction occupations,major,5960,8.7,15.19,31590,2.2,8.83,10.82,13.89,18.12,23.12,18370,22500,28880,37700,48080,2006
2803,AL,26620,"Huntsville, AL",49-0000,"Installation, maintenance, and repair occupations",major,7390,5.0,17.10,35570,2.3,8.98,11.53,15.93,21.44,27.69,18670,23980,33140,44600,57580,2006
2830,AL,26620,"Huntsville, AL",51-0000,Production occupations,major,19180,5.1,14.89,30960,5.2,7.41,9.25,12.83,18.69,27.17,15410,19230,26690,38880,56520,2006
2876,AL,26620,"Huntsville, AL",53-0000,Transportation and material moving occupations,major,10550,3.7,11.85,24660,2.7,6.42,7.93,10.19,14.21,19.88,13360,16500,21200,29560,41350,2006
2894,AL,33660,"Mobile, AL",11-0000,Management occupations,major,7580,3.7,37.72,78450,1.5,17.34,22.22,32.65,45.84,68.15,36070,46220,67900,95350,141750,2006
2920,AL,33660,"Mobile, AL",13-0000,Business and financial operations occupations,major,4500,4.6,23.40,48680,2.7,12.68,15.88,21.28,29.11,36.47,26370,33030,44270,60540,75860,2006
2945,AL,33660,"Mobile, AL",15-0000,Computer and mathematical occupations,major,2780,31.3,23.54,48960,2.5,13.23,16.36,21.61,29.99,37.04,27520,34020,44940,62380,77040,2006
2955,AL,33660,"Mobile, AL",17-0000,Architecture and engineering occupations,major,2620,5.6,28.19,58630,2.8,13.55,19.47,27.56,36.83,44.30,28180,40500,57320,76600,92140,2006
2976,AL,33660,"Mobile, AL",19-0000,"Life, physical, and social science occupations",major,1020,4.7,24.31,50570,3.8,12.96,16.92,23.40,29.22,37.24,26960,35200,48680,60780,77450,2006
2985,AL,33660,"Mobile, AL",21-0000,Community and social services occupations,major,2130,9.9,16.14,33570,2.1,8.72,11.94,15.27,20.14,25.05,18130,24830,31760,41900,52110,2006
2996,AL,33660,"Mobile, AL",23-0000,Legal occupations,major,1330,13.9,43.15,89760,8.5,16.08,21.64,34.15,57.53,#,33450,45010,71040,119660,#,2006
3002,AL,33660,"Mobile, AL",25-0000,"Education, training, and library occupations",major,8540,7.9,19.44,40440,5.2,7.43,12.88,18.30,24.06,28.13,15460,26790,38060,50050,58510,2006
3023,AL,33660,"Mobile, AL",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1620,11.6,16.43,34180,4.1,7.25,9.24,13.54,19.99,27.96,15080,19210,28150,41580,58150,2006
3035,AL,33660,"Mobile, AL",29-0000,Healthcare practitioners and technical occupations,major,10560,3.4,24.07,50070,2.7,10.57,14.61,20.47,26.08,36.57,21980,30390,42580,54250,76070,2006
3066,AL,33660,"Mobile, AL",31-0000,Healthcare support occupations,major,4490,5.9,9.42,19590,2.0,6.31,7.54,8.90,10.70,13.34,13120,15670,18520,22250,27740,2006
3078,AL,33660,"Mobile, AL",33-0000,Protective service occupations,major,3750,5.9,13.24,27540,5.6,6.17,7.93,12.39,16.30,21.94,12840,16490,25770,33900,45640,2006
3083,AL,33660,"Mobile, AL",35-0000,Food preparation and serving related occupations,major,14110,3.9,7.32,15230,1.3,5.57,5.99,6.69,7.94,10.29,11590,12460,13910,16520,21400,2006
3099,AL,33660,"Mobile, AL",37-0000,Building and grounds cleaning and maintenance occupations,major,5510,4.7,8.71,18120,2.9,5.75,6.48,7.81,9.87,13.12,11970,13470,16250,20520,27280,2006
3106,AL,33660,"Mobile, AL",39-0000,Personal care and service occupations,major,3530,10.8,8.38,17430,3.0,5.64,6.19,7.15,9.04,12.48,11730,12870,14870,18810,25960,2006
3119,AL,33660,"Mobile, AL",41-0000,Sales and related occupations,major,20600,2.6,14.25,29630,3.2,6.05,7.13,9.97,16.51,27.81,12580,14830,20730,34340,57850,2006
3138,AL,33660,"Mobile, AL",43-0000,Office and administrative support occupations,major,29540,2.6,12.32,25620,1.5,7.31,8.84,11.13,14.56,19.17,15210,18390,23160,30290,39870,2006
3184,AL,33660,"Mobile, AL",45-0000,"Farming, fishing, and forestry occupations",major,280,41.5,9.86,20500,16.3,5.96,6.83,8.19,11.45,17.55,12390,14200,17040,23820,36510,2006
3187,AL,33660,"Mobile, AL",47-0000,Construction and extraction occupations,major,13700,5.6,14.30,29750,1.9,8.02,9.99,13.00,17.14,22.08,16680,20770,27040,35650,45920,2006
3215,AL,33660,"Mobile, AL",49-0000,"Installation, maintenance, and repair occupations",major,8760,5.8,16.63,34590,1.9,8.84,11.36,15.35,21.18,26.83,18400,23630,31940,44060,55820,2006
3240,AL,33660,"Mobile, AL",51-0000,Production occupations,major,10900,6.6,15.08,31360,3.4,7.31,9.27,13.48,19.27,26.23,15210,19270,28040,40080,54560,2006
3283,AL,33660,"Mobile, AL",53-0000,Transportation and material moving occupations,major,14070,3.9,13.53,28140,3.7,6.49,8.05,11.16,16.58,23.04,13490,16740,23210,34490,47930,2006
3306,AL,33860,"Montgomery, AL",11-0000,Management occupations,major,6720,3.0,38.97,81060,1.6,18.26,25.12,34.07,46.27,69.30,37980,52240,70870,96250,144140,2006
3331,AL,33860,"Montgomery, AL",13-0000,Business and financial operations occupations,major,7140,4.4,25.77,53600,2.6,14.03,17.90,23.46,30.73,39.16,29180,37230,48790,63920,81460,2006
3356,AL,33860,"Montgomery, AL",15-0000,Computer and mathematical occupations,major,3300,2.7,30.39,63220,3.2,16.69,21.68,29.51,36.89,45.61,34710,45090,61390,76730,94860,2006
3368,AL,33860,"Montgomery, AL",17-0000,Architecture and engineering occupations,major,2700,3.9,25.27,52570,2.1,11.76,16.97,23.55,32.60,41.27,24450,35300,48990,67800,85840,2006
3384,AL,33860,"Montgomery, AL",19-0000,"Life, physical, and social science occupations",major,1200,3.8,23.79,49470,5.0,13.13,16.33,21.74,29.33,37.42,27310,33960,45230,61000,77840,2006
3393,AL,33860,"Montgomery, AL",21-0000,Community and social services occupations,major,2160,6.3,17.98,37390,5.4,9.26,12.90,17.02,22.84,28.11,19250,26820,35400,47510,58480,2006
3405,AL,33860,"Montgomery, AL",23-0000,Legal occupations,major,1300,5.0,37.33,77650,5.3,15.86,21.09,33.93,46.84,64.99,32980,43880,70570,97430,135180,2006
3412,AL,33860,"Montgomery, AL",25-0000,"Education, training, and library occupations",major,9020,6.1,17.42,36230,3.3,7.32,11.17,17.26,21.79,27.56,15230,23240,35900,45320,57320,2006
3441,AL,33860,"Montgomery, AL",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1860,8.5,18.21,37880,3.4,7.70,11.64,16.40,22.84,31.33,16020,24200,34100,47500,65160,2006
3458,AL,33860,"Montgomery, AL",29-0000,Healthcare practitioners and technical occupations,major,8060,6.2,27.53,57260,3.9,11.43,15.15,21.13,29.19,55.93,23780,31510,43940,60720,116340,2006
3491,AL,33860,"Montgomery, AL",31-0000,Healthcare support occupations,major,3950,6.3,9.73,20240,2.3,6.72,7.81,9.08,11.06,13.56,13970,16250,18880,23010,28190,2006
3503,AL,33860,"Montgomery, AL",33-0000,Protective service occupations,major,5060,6.0,14.57,30300,4.7,6.73,9.10,14.22,18.32,23.03,14000,18930,29590,38100,47890,2006
3514,AL,33860,"Montgomery, AL",35-0000,Food preparation and serving related occupations,major,13520,3.2,7.54,15680,1.2,5.59,6.04,6.77,8.19,10.65,11640,12560,14090,17040,22150,2006
3531,AL,33860,"Montgomery, AL",37-0000,Building and grounds cleaning and maintenance occupations,major,5830,5.0,8.67,18030,2.9,5.73,6.39,7.71,9.93,13.47,11920,13280,16040,20640,28020,2006
3538,AL,33860,"Montgomery, AL",39-0000,Personal care and service occupations,major,2770,6.9,10.38,21580,5.7,5.87,6.72,8.41,11.70,16.21,12200,13980,17490,24340,33710,2006
3549,AL,33860,"Montgomery, AL",41-0000,Sales and related occupations,major,16040,2.8,13.84,28790,2.8,6.09,7.25,9.39,16.14,26.50,12660,15080,19530,33580,55120,2006
3566,AL,33860,"Montgomery, AL",43-0000,Office and administrative support occupations,major,30270,1.9,13.00,27040,1.5,7.55,9.23,11.93,15.69,20.41,15710,19210,24810,32640,42460,2006
3615,AL,33860,"Montgomery, AL",45-0000,"Farming, fishing, and forestry occupations",major,360,12.9,13.01,27050,6.4,6.69,7.75,11.26,17.04,21.93,13920,16120,23430,35450,45620,2006
3619,AL,33860,"Montgomery, AL",47-0000,Construction and extraction occupations,major,7180,4.6,13.34,27750,2.0,8.01,9.75,12.66,16.28,19.64,16660,20280,26330,33870,40850,2006
3642,AL,33860,"Montgomery, AL",49-0000,"Installation, maintenance, and repair occupations",major,7440,4.3,16.51,34340,1.7,9.30,11.94,15.94,20.48,24.85,19350,24840,33160,42600,51680,2006
3672,AL,33860,"Montgomery, AL",51-0000,Production occupations,major,14170,5.1,12.28,25540,2.2,7.30,8.80,11.11,14.91,18.72,15180,18310,23110,31020,38940,2006
3719,AL,33860,"Montgomery, AL",53-0000,Transportation and material moving occupations,major,13200,3.3,12.16,25290,2.4,6.62,8.33,10.86,14.21,20.42,13770,17320,22590,29550,42480,2006
3739,AL,46220,"Tuscaloosa, AL",11-0000,Management occupations,major,3380,4.1,38.04,79120,2.0,16.95,23.56,32.63,45.77,69.44,35260,49010,67860,95200,144440,2006
