,NAME,state,county,total_pop,hispanic,white_nonhispanic,black_nonhispanic,other_nonhispanic,asian_nonhispanic,above_65,less_than_9grade,hs_nodiploma,ged,college_nodegree,associates,bachelors_graduate
225,"Bolivar County, Mississippi",28,11,30628,684,10003,19369,229,343,4997.0,7.2,14.9,24.9,21.1,8.3,23.6
226,"Bollinger County, Missouri",29,17,12133,179,11631,61,232,30,2556.0,6.6,13.6,47.3,18.8,4.8,8.9
227,"Bon Homme County, South Dakota",46,9,6901,214,5946,89,636,16,1434.0,5.0,7.6,37.0,20.0,12.1,18.3
228,"Bond County, Illinois",17,5,16426,594,14354,1014,330,134,3194.0,2.7,8.0,33.1,22.0,11.3,22.9
229,"Bonner County, Idaho",16,17,45739,1553,42356,128,1299,403,11614.0,2.3,6.9,29.8,28.3,8.9,23.8
230,"Bonneville County, Idaho",16,19,119062,15940,98268,694,2798,1362,16112.0,2.7,5.3,25.4,25.5,9.7,31.3
231,"Boone County, Arkansas",5,9,37432,988,35078,157,954,255,7841.0,4.5,8.1,33.4,29.1,8.8,16.1
232,"Boone County, Illinois",17,7,53544,12187,38474,1286,878,719,8642.0,6.1,7.7,34.8,19.6,8.3,23.5
233,"Boone County, Indiana",18,11,67843,2157,60873,1364,1173,2276,9342.0,2.0,4.4,19.5,18.0,7.0,49.3
234,"Boone County, Iowa",19,15,26234,700,24735,302,366,131,4987.0,1.4,4.6,31.5,22.8,14.3,25.3
235,"Boone County, Kentucky",21,15,133581,5861,116598,4945,2793,3384,18803.0,2.4,4.4,27.5,24.5,9.0,32.1
236,"Boone County, Missouri",29,19,180463,6387,141515,17407,6023,9131,23084.0,1.9,3.5,21.3,19.8,7.3,46.1
237,"Boone County, Nebraska",31,11,5192,114,4995,22,45,16,1216.0,1.6,3.4,37.6,22.5,13.7,21.1
238,"Boone County, West Virginia",54,5,21457,139,20937,159,194,28,4486.0,7.0,13.3,49.7,14.8,5.6,9.7
239,"Borden County, Texas",48,33,654,117,516,6,14,1,174.0,,,,,,
240,"Bosque County, Texas",48,35,18685,3533,14410,323,325,94,4741.0,5.2,8.3,34.2,23.7,8.8,19.8
241,"Bossier Parish, Louisiana",22,15,127039,8760,83748,28805,3386,2340,18875.0,3.2,7.1,29.7,25.0,9.8,25.2
242,"Botetourt County, Virginia",51,23,33419,586,30964,1056,552,261,7773.0,3.4,3.8,32.3,20.7,11.4,28.3
243,"Bottineau County, North Dakota",38,9,6282,141,5729,46,334,32,1541.0,3.5,4.8,27.8,26.5,13.4,24.0
244,"Boulder County, Colorado",8,13,326196,45579,252479,3214,8790,16134,48358.0,2.0,2.9,11.7,15.1,6.1,62.1
245,"Boundary County, Idaho",16,21,12245,622,11018,76,405,124,2825.0,3.5,4.7,42.7,22.5,6.8,19.8
246,"Bourbon County, Kansas",20,11,14534,410,13031,438,486,169,2940.0,2.9,5.8,31.5,27.5,10.7,21.7
247,"Bourbon County, Kentucky",21,17,19788,1350,16832,1116,399,91,3897.0,6.7,9.3,35.6,22.7,6.2,19.4
248,"Bowie County, Texas",48,37,93245,7313,58870,23299,2600,1163,15832.0,3.5,7.7,34.8,25.7,7.6,20.6
249,"Bowman County, North Dakota",38,11,3024,165,2781,6,69,3,671.0,,,,,,
250,"Box Butte County, Nebraska",31,13,10783,1396,8704,106,507,70,2084.0,4.9,4.5,33.0,31.8,8.7,17.1
251,"Box Elder County, Utah",49,3,56046,5431,48585,232,1290,508,7399.0,1.6,5.3,31.0,28.3,9.8,23.9
252,"Boyd County, Kentucky",21,19,46718,877,43472,1285,799,285,9334.0,3.7,8.1,33.9,24.0,11.0,19.4
253,"Boyd County, Nebraska",31,15,1919,48,1812,1,31,27,595.0,,,,,,
254,"Boyle County, Kentucky",21,21,30060,1037,25609,2392,718,304,5892.0,4.0,8.9,33.5,21.2,7.3,25.2
255,"Bracken County, Kentucky",21,23,8303,141,7957,52,147,6,1428.0,5.2,9.1,46.4,18.5,7.6,13.2
256,"Bradford County, Florida",12,7,28201,1331,20368,5687,637,178,5064.0,6.1,14.3,40.4,21.3,8.0,9.9
257,"Bradford County, Pennsylvania",42,15,60323,956,57714,398,862,393,13213.0,2.9,7.0,47.0,15.3,9.0,18.7
258,"Bradley County, Arkansas",5,11,10763,1716,5928,2905,181,33,2070.0,7.4,11.5,41.3,19.7,5.7,14.3
259,"Bradley County, Tennessee",47,11,108110,7168,92048,5266,2288,1340,18724.0,5.5,9.2,32.1,22.5,8.4,22.3
260,"Branch County, Michigan",26,23,43517,2204,39170,955,905,283,8129.0,4.5,6.4,41.5,24.7,8.5,14.4
261,"Brantley County, Georgia",13,25,19109,433,17534,683,395,64,3283.0,5.2,16.0,44.6,16.5,8.9,8.9
262,"Braxton County, West Virginia",54,7,13957,127,13488,93,213,36,3306.0,7.0,12.5,46.3,13.8,5.4,14.9
263,"Brazoria County, Texas",48,39,374264,118151,169600,53768,7275,25470,45752.0,5.4,6.7,25.5,23.8,8.5,30.0
264,"Brazos County, Texas",48,41,229211,60075,126413,24296,4146,14281,21693.0,6.1,6.7,19.2,19.7,6.6,41.7
265,"Breathitt County, Kentucky",21,25,12630,146,12165,74,156,89,2239.0,10.1,14.3,36.7,17.3,6.4,15.2
266,"Breckinridge County, Kentucky",21,27,20477,398,19185,430,385,79,4047.0,5.9,10.1,44.9,19.3,7.9,11.9
267,"Bremer County, Iowa",19,17,25062,405,23786,288,296,287,4977.0,1.5,2.1,32.9,18.8,14.0,30.7
268,"Brevard County, Florida",12,9,601942,65612,444290,60402,16049,15589,145752.0,2.2,5.6,28.3,21.8,12.0,30.2
269,"Brewster County, Texas",48,43,9203,4159,4582,120,197,145,2231.0,5.9,8.5,21.3,20.2,4.2,40.0
270,"Briscoe County, Texas",48,45,1546,386,1064,50,42,4,404.0,,,,,,
271,"Bristol Bay Borough, Alaska",2,60,836,62,331,5,421,17,136.0,,,,,,
272,"Bristol County, Massachusetts",25,5,565217,48568,462342,28256,12154,13897,97814.0,7.5,6.8,29.9,18.0,9.1,28.7
273,"Bristol County, Rhode Island",44,1,48479,1575,44119,616,978,1191,9795.0,3.7,5.3,19.4,15.3,7.2,49.0
274,"Bristol city, Virginia",51,520,16762,417,14726,1021,441,157,3624.0,3.2,12.1,29.7,21.7,7.9,25.4
275,"Broadwater County, Montana",30,7,6237,183,5820,24,185,25,1499.0,2.6,4.2,32.2,25.5,8.4,27.1
276,"Bronx County, New York",36,5,1418207,799580,127783,414684,18187,57973,188766.0,13.4,13.8,27.9,17.4,7.4,20.1
277,"Brooke County, West Virginia",54,9,21939,197,20980,312,335,115,5393.0,3.0,6.4,40.9,20.4,10.3,19.0
278,"Brookings County, South Dakota",46,11,35077,1226,31540,455,854,1002,4377.0,1.4,3.6,25.2,19.2,10.2,40.3
279,"Brooks County, Georgia",13,27,15457,957,8696,5359,279,166,3085.0,5.7,9.1,35.0,22.0,10.4,17.8
280,"Brooks County, Texas",48,47,7093,6483,482,39,25,64,1308.0,13.4,17.7,24.7,25.5,2.9,15.7
281,"Broome County, New York",36,7,190488,8476,157534,10628,5459,8391,36980.0,2.7,6.6,31.5,17.9,13.0,28.4
282,"Broomfield County, Colorado",8,14,70465,8964,53836,898,1955,4812,10075.0,1.0,2.0,14.5,17.7,9.1,55.7
283,"Broward County, Florida",12,11,1952778,606982,680536,555237,36161,73862,334596.0,4.9,6.2,27.3,19.6,9.6,32.4
284,"Brown County, Illinois",17,9,6578,456,4830,1217,56,19,925.0,4.2,12.8,37.5,22.4,9.0,14.1
285,"Brown County, Indiana",18,13,15092,278,14389,91,260,74,3833.0,1.7,6.2,32.9,22.3,8.1,28.9
286,"Brown County, Kansas",20,13,9564,505,7859,126,1017,57,1983.0,1.5,5.3,37.4,25.9,8.8,21.2
287,"Brown County, Minnesota",27,15,25008,1161,23279,118,230,220,5335.0,2.1,4.4,36.1,23.6,11.6,22.2
288,"Brown County, Nebraska",31,17,2955,80,2795,14,57,9,798.0,,,,,,
289,"Brown County, Ohio",39,15,43432,538,41765,412,591,126,7967.0,3.2,9.0,45.6,19.1,8.3,14.9
290,"Brown County, South Dakota",46,13,38839,1383,33469,842,1980,1165,6959.0,3.0,4.0,31.6,20.2,11.8,29.4
291,"Brown County, Texas",48,49,37864,8735,26744,1364,732,289,7720.0,4.9,7.8,36.3,24.4,7.3,19.1
292,"Brown County, Wisconsin",55,9,264542,23906,212441,7135,12086,8974,40806.0,3.4,4.5,29.9,19.4,12.5,30.3
293,"Brule County, South Dakota",46,15,5297,171,4412,29,663,22,1044.0,8.3,2.8,31.4,18.0,12.4,27.1
294,"Brunswick County, North Carolina",37,19,142820,7042,117562,13918,3205,1093,46605.0,2.1,6.6,27.9,22.5,11.0,29.9
295,"Brunswick County, Virginia",51,25,16231,398,6607,8820,253,153,3534.0,4.4,17.1,36.4,23.1,5.5,13.6
296,"Bryan County, Georgia",13,29,39627,3014,28623,5732,1360,898,4237.0,3.2,5.2,24.3,23.6,10.6,33.1
297,"Bryan County, Oklahoma",40,13,47995,3018,33694,874,10093,316,8645.0,3.8,9.8,32.8,25.6,6.2,21.9
298,"Buchanan County, Iowa",19,19,21175,370,20288,107,277,133,3867.0,3.1,2.8,38.5,20.8,13.2,21.5
299,"Buchanan County, Missouri",29,21,87364,5991,72226,4961,2594,1592,14600.0,4.2,7.5,37.8,23.0,6.4,21.1
300,"Buchanan County, Virginia",51,27,21004,187,19869,682,170,96,4844.0,12.6,17.4,35.1,16.9,6.3,11.8
301,"Buckingham County, Virginia",51,29,17148,415,10519,5733,411,70,3462.0,7.9,12.3,42.8,18.5,6.1,12.5
302,"Bucks County, Pennsylvania",42,17,628270,35660,523580,25633,10599,32798,120789.0,1.9,4.2,28.2,16.4,8.1,41.3
303,"Buena Vista County, Iowa",19,21,19620,5185,11379,565,243,2248,3271.0,11.1,10.4,30.3,18.6,9.8,19.7
304,"Buena Vista city, Virginia",51,530,6478,180,5697,331,203,67,1269.0,7.1,11.8,40.3,19.6,5.3,15.9
305,"Buffalo County, Nebraska",31,19,49659,4634,42984,526,776,739,7473.0,2.7,4.2,25.6,23.6,9.3,34.6
306,"Buffalo County, South Dakota",46,17,1962,105,293,13,1548,3,148.0,,,,,,
307,"Buffalo County, Wisconsin",55,11,13031,303,12426,69,178,55,2967.0,2.5,6.6,40.4,17.8,13.4,19.3
308,"Bullitt County, Kentucky",21,29,81676,1872,76748,1088,1438,530,13216.0,3.4,8.2,41.6,22.6,9.5,14.7
309,"Bulloch County, Georgia",13,31,79608,3376,50386,23196,1530,1120,9268.0,3.3,9.4,27.2,23.9,9.3,27.0
310,"Bullock County, Alabama",1,11,10101,864,2121,6978,117,21,1711.0,5.3,20.0,40.3,17.9,4.5,12.1
311,"Buncombe County, North Carolina",37,21,261191,17870,217716,15666,6086,3853,53494.0,3.0,6.0,23.2,18.6,9.0,40.1
312,"Bureau County, Illinois",17,11,32628,3086,28480,272,462,328,7339.0,2.6,6.6,36.6,22.9,10.7,20.6
313,"Burke County, Georgia",13,33,22383,779,10694,10368,413,129,3575.0,6.0,13.9,38.3,18.8,9.7,13.2
314,"Burke County, North Carolina",37,23,90485,5855,73613,5976,1726,3315,18720.0,7.1,11.3,31.4,22.0,11.8,16.4
315,"Burke County, North Dakota",38,13,2115,63,1954,15,68,15,449.0,,,,,,
316,"Burleigh County, North Dakota",38,15,95626,2634,84380,2189,5487,936,15859.0,2.7,3.0,22.7,20.4,15.4,35.8
317,"Burleson County, Texas",48,51,18443,3899,11850,2263,343,88,3867.0,6.5,11.0,38.4,21.1,5.8,17.3
318,"Burlington County, New Jersey",34,5,445349,38006,296488,75156,11730,23969,77365.0,2.1,4.2,28.1,19.2,8.5,38.0
319,"Burnet County, Texas",48,53,48155,10874,35194,832,814,441,10999.0,5.1,6.6,30.8,25.4,6.8,25.4
320,"Burnett County, Wisconsin",55,13,15414,308,13897,123,1007,79,4528.0,1.5,5.4,36.4,24.3,11.7,20.8
321,"Burt County, Nebraska",31,21,6459,223,5951,38,218,29,1573.0,2.3,6.4,35.7,21.6,12.6,21.3
322,"Butler County, Alabama",1,13,19448,289,9937,8680,265,277,4049.0,4.6,10.3,45.2,16.4,7.4,16.1
323,"Butler County, Iowa",19,23,14439,206,13914,44,144,131,3301.0,2.1,5.4,38.0,23.0,14.3,17.3
324,"Butler County, Kansas",20,15,66911,3443,58998,1370,2124,976,10502.0,1.9,5.6,25.9,26.3,10.5,29.8
325,"Butler County, Kentucky",21,31,12879,435,12155,82,177,30,2426.0,9.6,10.8,42.9,14.2,8.6,13.9
326,"Butler County, Missouri",29,23,42478,938,37535,2313,1304,388,8145.0,5.2,11.8,37.3,23.6,8.8,13.3
327,"Butler County, Nebraska",31,23,8016,358,7487,46,90,35,1708.0,2.5,4.5,37.6,21.2,12.9,21.4
328,"Butler County, Ohio",39,17,383134,19113,305928,33593,9521,14979,57964.0,2.6,6.7,32.9,19.4,8.1,30.2
329,"Butler County, Pennsylvania",42,19,187853,3025,177435,2383,2238,2772,36469.0,1.3,3.8,32.7,16.0,10.2,36.0
330,"Butte County, California",6,7,219186,37731,155415,3526,11476,11038,40228.0,3.9,6.8,22.5,29.6,10.0,27.2
331,"Butte County, Idaho",16,23,2597,139,2360,9,77,12,614.0,,,,,,
332,"Butte County, South Dakota",46,19,10429,392,9495,49,438,55,2143.0,2.0,6.9,42.2,23.5,6.1,19.2
333,"Butts County, Georgia",13,35,24936,886,16386,7093,397,174,3942.0,3.3,16.1,44.7,17.3,6.3,12.2
334,"Cabarrus County, North Carolina",37,25,216453,24034,137189,40180,4974,10076,29064.0,3.7,6.4,25.2,22.9,9.5,32.3
335,"Cabell County, West Virginia",54,11,91945,1300,82840,4353,2291,1161,17866.0,3.7,8.2,33.3,20.4,8.3,26.0
336,"Cache County, Utah",49,5,128289,14021,107176,1068,2723,3301,12570.0,3.1,3.7,20.2,26.6,8.0,38.3
337,"Caddo County, Oklahoma",40,15,28762,3834,16323,781,7679,145,4861.0,5.0,9.6,41.4,23.1,5.7,15.4
338,"Caddo Parish, Louisiana",22,17,240204,6888,106406,119131,4635,3144,42592.0,3.4,9.5,33.7,22.4,7.4,23.5
339,"Calaveras County, California",6,9,45905,5967,36672,420,2029,817,12866.0,2.7,7.1,28.0,33.0,10.8,18.3
340,"Calcasieu Parish, Louisiana",22,19,203436,8351,135584,51880,4832,2789,30965.0,4.2,9.0,34.1,23.0,7.5,22.3
341,"Caldwell County, Kentucky",21,33,12747,216,11579,682,203,67,2719.0,4.2,8.8,45.0,20.3,6.5,15.3
342,"Caldwell County, Missouri",29,25,9020,224,8469,63,230,34,1811.0,2.8,7.4,43.7,20.1,7.8,18.1
343,"Caldwell County, North Carolina",37,27,82178,4854,71265,3959,1522,578,16769.0,6.6,13.4,32.5,21.4,10.3,15.7
344,"Caldwell County, Texas",48,55,43664,23488,16696,2481,592,407,6512.0,9.6,12.1,37.9,20.9,4.8,14.6
345,"Caldwell Parish, Louisiana",22,21,9918,315,7842,1574,157,30,1799.0,7.1,16.2,42.5,15.5,4.9,13.8
346,"Caledonia County, Vermont",50,5,29993,496,28407,231,577,282,6616.0,2.4,6.3,35.3,19.1,7.9,29.0
347,"Calhoun County, Alabama",1,15,113605,4614,81464,23855,2580,1092,20547.0,5.2,10.4,32.8,25.0,8.2,18.5
348,"Calhoun County, Arkansas",5,13,5189,214,3741,1093,129,12,1139.0,4.5,11.2,44.7,17.7,10.5,11.4
349,"Calhoun County, Florida",12,13,14105,805,10975,1731,474,120,2670.0,6.8,16.3,41.6,19.3,6.5,9.5
350,"Calhoun County, Georgia",13,37,6189,314,2026,3715,85,49,1025.0,8.0,19.1,36.7,22.3,4.8,9.1
351,"Calhoun County, Illinois",17,13,4739,68,4600,20,35,16,1143.0,,,,,,
352,"Calhoun County, Iowa",19,25,9668,202,9063,228,146,29,2272.0,2.0,4.2,38.0,23.7,13.5,18.7
353,"Calhoun County, Michigan",26,25,134159,7345,103409,14450,4994,3961,24434.0,2.5,6.4,36.8,24.1,9.1,21.0
354,"Calhoun County, Mississippi",28,13,14361,902,9237,4002,197,23,2797.0,7.2,15.3,37.3,19.1,9.3,11.8
355,"Calhoun County, South Carolina",45,17,14553,569,7944,5764,222,54,3483.0,4.3,9.5,36.2,21.0,9.1,19.9
356,"Calhoun County, Texas",48,57,21290,10522,8889,526,237,1116,3981.0,11.2,9.5,33.0,25.0,7.0,14.2
357,"Calhoun County, West Virginia",54,13,7109,80,6892,25,97,15,1823.0,7.6,11.9,46.7,18.2,3.4,12.2
358,"Callahan County, Texas",48,59,13943,1397,11937,208,298,103,2958.0,3.6,8.2,35.8,25.0,6.4,21.0
359,"Callaway County, Missouri",29,27,44743,973,40266,2029,1140,335,7478.0,3.8,10.0,36.1,19.5,7.5,23.1
360,"Calloway County, Kentucky",21,35,39001,1066,35019,1521,688,707,6812.0,4.2,6.3,32.1,23.4,5.4,28.5
361,"Calumet County, Wisconsin",55,15,50089,2278,45386,378,839,1208,7862.0,2.3,3.5,31.4,19.4,14.0,29.4
362,"Calvert County, Maryland",24,9,92525,4068,71709,11907,3045,1796,14321.0,1.4,3.9,30.3,23.4,8.6,32.4
363,"Camas County, Idaho",16,25,1106,70,981,5,46,4,270.0,,,,,,
364,"Cambria County, Pennsylvania",42,21,130192,2296,120506,4593,2087,710,30242.0,2.2,5.9,45.4,15.1,10.4,21.1
365,"Camden County, Georgia",13,39,54666,3903,37896,10115,1881,871,7776.0,1.9,6.8,32.2,26.7,8.5,23.9
366,"Camden County, Missouri",29,29,46305,1320,43509,281,876,319,13384.0,2.3,7.2,37.9,22.9,8.5,21.1
367,"Camden County, New Jersey",34,7,506471,89046,282774,94494,10307,29850,81530.0,4.5,6.8,29.5,19.5,7.2,32.5
368,"Camden County, North Carolina",37,29,10867,327,8749,1212,349,230,1833.0,6.1,7.4,29.4,24.9,15.1,17.1
369,"Cameron County, Pennsylvania",42,23,4447,67,4238,48,76,18,1248.0,,,,,,
370,"Cameron County, Texas",48,61,423163,380861,36381,1594,1395,2932,58607.0,18.8,13.3,26.4,16.9,7.3,17.3
371,"Cameron Parish, Louisiana",22,23,6973,296,6227,273,152,25,1183.0,3.9,11.4,40.3,23.1,8.6,12.7
372,"Camp County, Texas",48,63,13094,3391,7197,2060,323,123,2494.0,7.3,5.5,35.3,25.3,7.2,19.4
373,"Campbell County, Kentucky",21,37,93584,2022,86298,2720,1568,976,15068.0,2.9,6.3,28.2,18.7,7.5,36.3
374,"Campbell County, South Dakota",46,21,1376,37,1305,3,27,4,403.0,,,,,,
375,"Campbell County, Tennessee",47,13,39842,619,38286,183,582,172,8362.0,9.1,13.7,40.6,18.1,6.1,12.4
376,"Campbell County, Virginia",51,31,54885,1566,43412,8030,1289,588,11138.0,4.5,8.3,32.2,24.2,8.3,22.5
377,"Campbell County, Wyoming",56,5,46341,4117,40261,246,1349,368,4969.0,1.9,5.2,35.6,26.5,11.8,18.9
378,"Canadian County, Oklahoma",40,17,148306,14511,111181,4863,12909,4842,19714.0,3.0,5.6,29.8,25.3,8.9,27.4
379,"Candler County, Georgia",13,43,10803,1331,6616,2636,148,72,2010.0,7.4,15.3,37.3,20.8,6.2,13.0
380,"Cannon County, Tennessee",47,15,14678,363,13777,234,254,50,2722.0,5.1,10.4,45.6,17.8,5.4,15.8
381,"Canyon County, Idaho",16,27,229849,58947,160795,1338,6202,2567,32213.0,6.6,8.3,32.1,26.2,8.2,18.7
382,"Cape Girardeau County, Missouri",29,31,78871,1947,67441,6103,1848,1532,13503.0,2.9,6.1,31.2,22.1,6.2,31.5
383,"Cape May County, New Jersey",34,9,92039,7452,78257,3749,1659,922,25166.0,2.6,4.9,32.0,19.7,8.0,32.8
384,"Carbon County, Montana",30,9,10725,261,10082,58,283,41,2871.0,2.3,3.5,31.1,24.3,8.4,30.4
385,"Carbon County, Pennsylvania",42,25,64182,3402,58399,1184,789,408,13944.0,3.1,7.5,45.3,16.0,10.2,17.9
386,"Carbon County, Utah",49,7,20463,2746,16960,97,504,156,3688.0,2.2,6.3,27.1,31.2,16.1,17.1
387,"Carbon County, Wyoming",56,7,14800,2742,11387,158,369,144,2666.0,2.8,6.2,38.2,23.0,9.3,20.6
388,"Caribou County, Idaho",16,29,7155,456,6525,7,125,42,1241.0,3.6,5.2,32.4,28.7,11.1,19.0
389,"Carlisle County, Kentucky",21,39,4760,117,4433,65,132,13,1028.0,,,,,,
390,"Carlton County, Minnesota",27,17,35871,653,31533,604,2886,195,6263.0,1.3,4.7,32.1,26.3,13.4,22.1
391,"Caroline County, Maryland",24,11,33406,2608,25102,4556,806,334,5574.0,5.2,10.5,39.9,17.9,8.1,18.4
392,"Caroline County, Virginia",51,33,30725,1611,19429,8168,1160,357,5206.0,3.7,11.2,37.7,20.0,7.5,19.9
393,"Carroll County, Arkansas",5,15,28380,4306,22245,162,805,862,6772.0,6.5,7.2,35.9,23.8,5.3,21.2
394,"Carroll County, Georgia",13,45,119992,8629,84470,22970,2775,1148,16597.0,4.9,10.5,33.4,24.1,6.0,21.1
395,"Carroll County, Illinois",17,15,14305,559,13275,152,230,89,3691.0,1.6,7.2,38.1,23.9,9.6,19.5
396,"Carroll County, Indiana",18,15,20257,869,18977,166,215,30,4060.0,2.9,8.7,40.8,22.1,8.9,16.7
397,"Carroll County, Iowa",19,27,20165,576,19009,245,232,103,4171.0,3.5,3.0,36.7,21.9,12.7,22.4
398,"Carroll County, Kentucky",21,41,10631,742,9374,183,278,54,1668.0,8.0,13.7,40.3,22.9,6.9,8.2
399,"Carroll County, Maryland",24,13,168447,6508,148781,6289,3343,3526,29112.0,1.8,5.4,29.4,19.0,7.9,36.4
400,"Carroll County, Mississippi",28,15,9947,163,6390,3252,117,25,2412.0,6.0,13.8,35.4,20.3,12.2,12.2
401,"Carroll County, Missouri",29,33,8679,142,8199,151,160,27,1917.0,4.1,10.1,44.3,18.8,6.0,16.7
402,"Carroll County, New Hampshire",33,3,48910,802,46736,295,708,369,14167.0,1.2,4.7,29.5,19.4,11.0,34.3
403,"Carroll County, Ohio",39,19,26914,343,25883,171,410,107,5815.0,3.3,7.2,49.7,17.6,8.9,13.3
404,"Carroll County, Tennessee",47,17,27767,809,23395,2753,685,125,5733.0,6.6,9.3,42.2,19.2,4.7,18.0
405,"Carroll County, Virginia",51,35,29791,1147,28016,243,318,67,7571.0,8.1,11.1,36.0,19.3,10.5,15.0
406,"Carson City, Nevada",32,510,55916,13889,37120,1117,2354,1436,11573.0,4.4,8.6,26.0,28.8,10.0,22.2
407,"Carson County, Texas",48,65,5926,576,5067,58,187,38,1250.0,1.2,5.5,32.0,24.2,8.7,28.4
408,"Carter County, Kentucky",21,43,26797,385,25843,176,322,71,5206.0,11.0,9.9,40.3,20.2,6.1,12.6
409,"Carter County, Missouri",29,35,5982,172,5588,30,183,9,1250.0,2.8,12.4,43.2,18.7,7.5,15.5
410,"Carter County, Montana",30,11,1252,14,1200,1,36,1,327.0,,,,,,
411,"Carter County, Oklahoma",40,19,48111,3687,33415,3095,7285,629,8282.0,3.3,8.7,36.7,22.8,8.0,20.5
412,"Carter County, Tennessee",47,19,56391,1130,53225,906,889,241,12615.0,5.7,10.8,38.6,21.4,6.0,17.5
413,"Carteret County, North Carolina",37,31,69473,3067,60113,3728,1639,926,17867.0,2.5,5.9,25.6,25.7,11.2,29.1
414,"Carver County, Minnesota",27,19,105089,4573,92808,2208,2026,3474,13250.0,1.7,2.2,18.2,17.4,11.6,48.9
415,"Cascade County, Montana",30,13,81366,3860,69115,1247,6285,859,15555.0,2.3,5.9,32.8,23.8,9.5,25.7
416,"Casey County, Kentucky",21,45,16159,476,15262,158,212,51,3293.0,12.1,11.8,40.6,16.0,6.7,12.8
417,"Cass County, Illinois",17,17,12147,2349,9057,498,149,94,2218.0,5.0,11.0,43.1,18.8,7.1,15.1
418,"Cass County, Indiana",18,17,37689,6207,29536,652,548,746,6889.0,6.5,8.2,39.9,21.8,10.3,13.3
419,"Cass County, Iowa",19,29,12836,364,12183,52,118,119,3022.0,3.4,8.6,37.9,20.3,9.7,20.1
420,"Cass County, Michigan",26,27,51787,2114,44683,2598,1990,402,11149.0,2.9,9.4,33.2,24.8,10.6,19.2
421,"Cass County, Minnesota",27,21,29779,685,24724,123,4117,130,7887.0,2.0,5.8,32.3,25.7,11.0,23.2
422,"Cass County, Missouri",29,37,105780,4842,92317,4605,3034,982,18334.0,2.4,5.2,33.9,23.9,8.3,26.3
423,"Cass County, Nebraska",31,25,26248,966,24458,178,507,139,4756.0,1.2,4.4,29.9,24.2,12.6,27.7
424,"Cass County, North Dakota",38,17,181923,5135,153506,11361,5762,6159,22672.0,2.3,2.9,20.1,20.6,13.9,40.2
425,"Cass County, Texas",48,67,30026,1431,22808,5053,581,153,6856.0,3.8,10.3,43.3,19.5,6.8,16.4
426,"Cassia County, Idaho",16,31,24030,6531,16757,96,454,192,3473.0,7.7,8.7,29.8,26.2,9.0,18.6
427,"Castro County, Texas",48,69,7530,4947,2316,152,73,42,1236.0,17.6,8.2,32.2,22.3,4.0,15.6
428,"Caswell County, North Carolina",37,33,22604,1035,13783,7177,478,131,5005.0,7.2,12.3,33.6,20.1,10.8,15.9
429,"Catahoula Parish, Louisiana",22,25,9494,165,6280,2895,146,8,1700.0,7.0,18.7,39.4,14.8,6.3,13.8
430,"Catawba County, North Carolina",37,35,159551,16175,119524,13510,3258,7084,29156.0,4.8,9.3,30.0,21.8,11.5,22.6
431,"Catoosa County, Georgia",13,47,67580,2148,61134,1874,1430,994,12291.0,3.1,9.4,32.9,23.9,9.3,21.4
432,"Catron County, New Mexico",35,3,3527,670,2641,22,186,8,1526.0,,,,,,
433,"Cattaraugus County, New York",36,9,76117,1635,68830,1008,4004,640,15022.0,3.7,7.4,39.2,17.6,13.0,19.1
434,"Cavalier County, North Dakota",38,19,3762,54,3554,16,120,18,1031.0,,,,,,
435,"Cayuga County, New York",36,11,76576,2401,68825,3029,1788,533,15189.0,3.4,8.9,33.3,18.8,13.1,22.6
436,"Cecil County, Maryland",24,15,102855,4820,87009,6959,2591,1476,16676.0,2.8,7.8,36.1,22.2,7.2,23.9
437,"Cedar County, Iowa",19,31,18627,431,17723,113,251,109,3788.0,1.7,2.8,37.6,22.6,13.2,22.2
438,"Cedar County, Missouri",29,39,14349,353,13512,59,355,70,3403.0,4.0,8.3,41.2,23.6,9.3,13.6
439,"Cedar County, Nebraska",31,27,8402,205,8055,22,106,14,1850.0,3.2,4.3,35.4,20.3,15.8,21.0
440,"Centre County, Pennsylvania",42,27,162385,4911,138712,5808,2523,10431,24134.0,2.0,3.7,29.4,12.3,7.2,45.5
441,"Cerro Gordo County, Iowa",19,33,42450,2158,38161,819,794,518,9484.0,2.4,5.0,30.6,23.3,15.2,23.6
442,"Chaffee County, Colorado",8,15,20356,2027,17341,352,456,180,5298.0,2.2,4.3,27.0,24.2,8.5,33.8
443,"Chambers County, Alabama",1,17,33254,871,18331,13231,457,364,6715.0,6.2,12.2,36.7,22.3,9.3,13.3
444,"Chambers County, Texas",48,71,43837,10436,28761,3394,687,559,5259.0,5.9,5.5,27.0,29.5,9.3,22.7
445,"Champaign County, Illinois",17,19,209689,13117,139580,28110,6075,22807,27827.0,1.5,3.5,22.0,19.6,8.3,45.0
446,"Champaign County, Ohio",39,21,38885,659,36257,797,962,210,7188.0,2.4,6.4,46.2,19.7,9.2,16.1
447,"Chariton County, Missouri",29,41,7426,65,7037,175,128,21,1805.0,2.2,7.1,49.4,16.1,7.9,17.2
448,"Charles City County, Virginia",51,36,6963,126,3038,3078,673,48,1775.0,5.2,15.0,38.3,19.2,7.5,14.7
449,"Charles County, Maryland",24,17,163257,10211,60813,79891,6845,5497,21007.0,2.4,4.4,31.7,24.1,8.5,28.9
